,dataset_name,classifier_name,splitter_method,n_splits,metric_name,expected_estimate,estimate_std,true_value,bias
5267,colic,SVC,DOBSCV,10,recall,0.79848,0.01645,0.79820,0.00028
5268,colic,SVC,KFold,2,recall,0.78024,0.02449,0.79820,-0.01796
5269,colic,SVC,KFold,5,recall,0.79426,0.01647,0.79820,-0.00394
5270,colic,SVC,KFold,10,recall,0.79337,0.01421,0.79820,-0.00483
5271,colic,SVC,ShuffleSplit,2,recall,0.80335,0.04444,0.79820,0.00515
5272,colic,SVC,ShuffleSplit,5,recall,0.78954,0.02822,0.79820,-0.00866
5273,colic,SVC,ShuffleSplit,10,recall,0.79480,0.02001,0.79820,-0.00340
5274,colic,SVC,StratifiedKFold,2,recall,0.78577,0.01971,0.79820,-0.01243
5275,colic,SVC,StratifiedKFold,5,recall,0.79643,0.01836,0.79820,-0.00177
5276,colic,SVC,StratifiedKFold,10,recall,0.79430,0.01412,0.79820,-0.00390
5277,colic,SVC,StratifiedShuffleSplit,2,recall,0.81145,0.04177,0.79820,0.01325
5278,colic,SVC,StratifiedShuffleSplit,5,recall,0.80386,0.03791,0.79820,0.00566
5279,colic,SVC,StratifiedShuffleSplit,10,recall,0.80029,0.03188,0.79820,0.00209
5280,dna,DecisionTreeClassifier,CBDSCV,2,accuracy,0.90192,0.00787,0.91880,-0.01688
5281,dna,DecisionTreeClassifier,CBDSCV,5,accuracy,0.91672,0.00349,0.91880,-0.00208
5282,dna,DecisionTreeClassifier,CBDSCV,10,accuracy,0.91976,0.00310,0.91880,0.00096
5283,dna,DecisionTreeClassifier,CBDSCV_Mini,2,accuracy,0.90076,0.00563,0.91880,-0.01804
5284,dna,DecisionTreeClassifier,CBDSCV_Mini,5,accuracy,0.91583,0.00476,0.91880,-0.00297
5285,dna,DecisionTreeClassifier,CBDSCV_Mini,10,accuracy,0.91995,0.00458,0.91880,0.00115
5286,dna,DecisionTreeClassifier,DBSCV,2,accuracy,0.90082,0.00521,0.91880,-0.01798
5287,dna,DecisionTreeClassifier,DBSCV,5,accuracy,0.91530,0.00372,0.91880,-0.00350
5288,dna,DecisionTreeClassifier,DBSCV,10,accuracy,0.92072,0.00384,0.91880,0.00192
5289,dna,DecisionTreeClassifier,DOBSCV,2,accuracy,0.90190,0.00504,0.91880,-0.01689
5290,dna,DecisionTreeClassifier,DOBSCV,5,accuracy,0.91474,0.00458,0.91880,-0.00406
5291,dna,DecisionTreeClassifier,DOBSCV,10,accuracy,0.91984,0.00369,0.91880,0.00104
5292,dna,DecisionTreeClassifier,KFold,2,accuracy,0.90335,0.00549,0.91880,-0.01545
5293,dna,DecisionTreeClassifier,KFold,5,accuracy,0.91585,0.00505,0.91880,-0.00295
5294,dna,DecisionTreeClassifier,KFold,10,accuracy,0.91966,0.00425,0.91880,0.00086
5295,dna,DecisionTreeClassifier,ShuffleSplit,2,accuracy,0.92343,0.00894,0.91880,0.00463
5296,dna,DecisionTreeClassifier,ShuffleSplit,5,accuracy,0.92070,0.00759,0.91880,0.00190
5297,dna,DecisionTreeClassifier,ShuffleSplit,10,accuracy,0.91939,0.00631,0.91880,0.00059
5298,dna,DecisionTreeClassifier,StratifiedKFold,2,accuracy,0.90297,0.00543,0.91880,-0.01583
5299,dna,DecisionTreeClassifier,StratifiedKFold,5,accuracy,0.91606,0.00490,0.91880,-0.00274
5300,dna,DecisionTreeClassifier,StratifiedKFold,10,accuracy,0.92107,0.00449,0.91880,0.00227
5301,dna,DecisionTreeClassifier,StratifiedShuffleSplit,2,accuracy,0.91733,0.00827,0.91880,-0.00147
5302,dna,DecisionTreeClassifier,StratifiedShuffleSplit,5,accuracy,0.91724,0.00744,0.91880,-0.00156
5303,dna,DecisionTreeClassifier,StratifiedShuffleSplit,10,accuracy,0.91948,0.00563,0.91880,0.00068
5304,dna,DecisionTreeClassifier,CBDSCV,2,balanced_accuracy,0.89354,0.00845,0.91320,-0.01966
5305,dna,DecisionTreeClassifier,CBDSCV,5,balanced_accuracy,0.91051,0.00385,0.91320,-0.00269
5306,dna,DecisionTreeClassifier,CBDSCV,10,balanced_accuracy,0.91473,0.00348,0.91320,0.00153
5307,dna,DecisionTreeClassifier,CBDSCV_Mini,2,balanced_accuracy,0.89279,0.00696,0.91320,-0.02041
5308,dna,DecisionTreeClassifier,CBDSCV_Mini,5,balanced_accuracy,0.91129,0.00527,0.91320,-0.00191
5309,dna,DecisionTreeClassifier,CBDSCV_Mini,10,balanced_accuracy,0.91518,0.00499,0.91320,0.00198
5310,dna,DecisionTreeClassifier,DBSCV,2,balanced_accuracy,0.89298,0.00592,0.91320,-0.02022
5311,dna,DecisionTreeClassifier,DBSCV,5,balanced_accuracy,0.90923,0.00412,0.91320,-0.00397
5312,dna,DecisionTreeClassifier,DBSCV,10,balanced_accuracy,0.91560,0.00407,0.91320,0.00240
5313,dna,DecisionTreeClassifier,DOBSCV,2,balanced_accuracy,0.89352,0.00513,0.91320,-0.01968
5314,dna,DecisionTreeClassifier,DOBSCV,5,balanced_accuracy,0.90902,0.00506,0.91320,-0.00418
5315,dna,DecisionTreeClassifier,DOBSCV,10,balanced_accuracy,0.91527,0.00355,0.91320,0.00207
5316,dna,DecisionTreeClassifier,KFold,2,balanced_accuracy,0.89492,0.00620,0.91320,-0.01828
5317,dna,DecisionTreeClassifier,KFold,5,balanced_accuracy,0.90983,0.00545,0.91320,-0.00337
5318,dna,DecisionTreeClassifier,KFold,10,balanced_accuracy,0.91456,0.00471,0.91320,0.00136
5319,dna,DecisionTreeClassifier,ShuffleSplit,2,balanced_accuracy,0.91918,0.01153,0.91320,0.00598
5320,dna,DecisionTreeClassifier,ShuffleSplit,5,balanced_accuracy,0.91601,0.00898,0.91320,0.00281
5321,dna,DecisionTreeClassifier,ShuffleSplit,10,balanced_accuracy,0.91477,0.00706,0.91320,0.00157
5322,dna,DecisionTreeClassifier,StratifiedKFold,2,balanced_accuracy,0.89540,0.00624,0.91320,-0.01780
5323,dna,DecisionTreeClassifier,StratifiedKFold,5,balanced_accuracy,0.91109,0.00476,0.91320,-0.00211
5324,dna,DecisionTreeClassifier,StratifiedKFold,10,balanced_accuracy,0.91574,0.00485,0.91320,0.00254
5325,dna,DecisionTreeClassifier,StratifiedShuffleSplit,2,balanced_accuracy,0.91114,0.01068,0.91320,-0.00206
5326,dna,DecisionTreeClassifier,StratifiedShuffleSplit,5,balanced_accuracy,0.91162,0.00820,0.91320,-0.00158
5327,dna,DecisionTreeClassifier,StratifiedShuffleSplit,10,balanced_accuracy,0.91334,0.00620,0.91320,0.00014
5328,dna,DecisionTreeClassifier,CBDSCV,2,f1,0.88954,0.00867,0.90880,-0.01926
5329,dna,DecisionTreeClassifier,CBDSCV,5,f1,0.90620,0.00384,0.90880,-0.00260
5330,dna,DecisionTreeClassifier,CBDSCV,10,f1,0.90967,0.00358,0.90880,0.00087
5331,dna,DecisionTreeClassifier,CBDSCV_Mini,2,f1,0.88850,0.00639,0.90880,-0.02030
5332,dna,DecisionTreeClassifier,CBDSCV_Mini,5,f1,0.90588,0.00534,0.90880,-0.00292
5333,dna,DecisionTreeClassifier,CBDSCV_Mini,10,f1,0.90998,0.00506,0.90880,0.00118
5334,dna,DecisionTreeClassifier,DBSCV,2,f1,0.88872,0.00586,0.90880,-0.02008
5335,dna,DecisionTreeClassifier,DBSCV,5,f1,0.90472,0.00403,0.90880,-0.00408
5336,dna,DecisionTreeClassifier,DBSCV,10,f1,0.91064,0.00412,0.90880,0.00184
5337,dna,DecisionTreeClassifier,DOBSCV,2,f1,0.88955,0.00579,0.90880,-0.01926
5338,dna,DecisionTreeClassifier,DOBSCV,5,f1,0.90408,0.00524,0.90880,-0.00472
5339,dna,DecisionTreeClassifier,DOBSCV,10,f1,0.91003,0.00372,0.90880,0.00123
5340,dna,DecisionTreeClassifier,KFold,2,f1,0.89127,0.00621,0.90880,-0.01753
5341,dna,DecisionTreeClassifier,KFold,5,f1,0.90539,0.00578,0.90880,-0.00341
5342,dna,DecisionTreeClassifier,KFold,10,f1,0.90933,0.00486,0.90880,0.00053
5343,dna,DecisionTreeClassifier,ShuffleSplit,2,f1,0.91354,0.01046,0.90880,0.00474
5344,dna,DecisionTreeClassifier,ShuffleSplit,5,f1,0.91070,0.00854,0.90880,0.00190
5345,dna,DecisionTreeClassifier,ShuffleSplit,10,f1,0.90961,0.00712,0.90880,0.00081
5346,dna,DecisionTreeClassifier,StratifiedKFold,2,f1,0.89123,0.00612,0.90880,-0.01757
5347,dna,DecisionTreeClassifier,StratifiedKFold,5,f1,0.90614,0.00522,0.90880,-0.00266
5348,dna,DecisionTreeClassifier,StratifiedKFold,10,f1,0.91148,0.00493,0.90880,0.00268
5349,dna,DecisionTreeClassifier,StratifiedShuffleSplit,2,f1,0.90677,0.00955,0.90880,-0.00203
5350,dna,DecisionTreeClassifier,StratifiedShuffleSplit,5,f1,0.90730,0.00816,0.90880,-0.00150
5351,dna,DecisionTreeClassifier,StratifiedShuffleSplit,10,f1,0.90950,0.00617,0.90880,0.00070
5352,dna,DecisionTreeClassifier,CBDSCV,2,precision,0.88623,0.00911,0.90580,-0.01957
5353,dna,DecisionTreeClassifier,CBDSCV,5,precision,0.90285,0.00412,0.90580,-0.00295
5354,dna,DecisionTreeClassifier,CBDSCV,10,precision,0.90604,0.00371,0.90580,0.00024
5355,dna,DecisionTreeClassifier,CBDSCV_Mini,2,precision,0.88502,0.00627,0.90580,-0.02078
5356,dna,DecisionTreeClassifier,CBDSCV_Mini,5,precision,0.90167,0.00548,0.90580,-0.00413
5357,dna,DecisionTreeClassifier,CBDSCV_Mini,10,precision,0.90631,0.00530,0.90580,0.00051
5358,dna,DecisionTreeClassifier,DBSCV,2,precision,0.88526,0.00623,0.90580,-0.02054
5359,dna,DecisionTreeClassifier,DBSCV,5,precision,0.90121,0.00423,0.90580,-0.00459
5360,dna,DecisionTreeClassifier,DBSCV,10,precision,0.90710,0.00416,0.90580,0.00130
5361,dna,DecisionTreeClassifier,DOBSCV,2,precision,0.88631,0.00663,0.90580,-0.01949
5362,dna,DecisionTreeClassifier,DOBSCV,5,precision,0.90022,0.00544,0.90580,-0.00558
5363,dna,DecisionTreeClassifier,DOBSCV,10,precision,0.90639,0.00420,0.90580,0.00059
5364,dna,DecisionTreeClassifier,KFold,2,precision,0.88839,0.00669,0.90580,-0.01741
5365,dna,DecisionTreeClassifier,KFold,5,precision,0.90201,0.00613,0.90580,-0.00379
5366,dna,DecisionTreeClassifier,KFold,10,precision,0.90564,0.00508,0.90580,-0.00016
5367,dna,DecisionTreeClassifier,ShuffleSplit,2,precision,0.90927,0.01053,0.90580,0.00347
5368,dna,DecisionTreeClassifier,ShuffleSplit,5,precision,0.90700,0.00866,0.90580,0.00120
5369,dna,DecisionTreeClassifier,ShuffleSplit,10,precision,0.90598,0.00742,0.90580,0.00018
5370,dna,DecisionTreeClassifier,StratifiedKFold,2,precision,0.88792,0.00639,0.90580,-0.01788
5371,dna,DecisionTreeClassifier,StratifiedKFold,5,precision,0.90228,0.00582,0.90580,-0.00352
5372,dna,DecisionTreeClassifier,StratifiedKFold,10,precision,0.90848,0.00516,0.90580,0.00268
5373,dna,DecisionTreeClassifier,StratifiedShuffleSplit,2,precision,0.90363,0.00942,0.90580,-0.00217
5374,dna,DecisionTreeClassifier,StratifiedShuffleSplit,5,precision,0.90431,0.00844,0.90580,-0.00149
5375,dna,DecisionTreeClassifier,StratifiedShuffleSplit,10,precision,0.90695,0.00636,0.90580,0.00115
5376,dna,DecisionTreeClassifier,CBDSCV,2,recall,0.89354,0.00845,0.91320,-0.01966
5377,dna,DecisionTreeClassifier,CBDSCV,5,recall,0.91051,0.00385,0.91320,-0.00269
5378,dna,DecisionTreeClassifier,CBDSCV,10,recall,0.91473,0.00348,0.91320,0.00153
5379,dna,DecisionTreeClassifier,CBDSCV_Mini,2,recall,0.89279,0.00696,0.91320,-0.02041
5380,dna,DecisionTreeClassifier,CBDSCV_Mini,5,recall,0.91129,0.00527,0.91320,-0.00191
5381,dna,DecisionTreeClassifier,CBDSCV_Mini,10,recall,0.91518,0.00499,0.91320,0.00198
5382,dna,DecisionTreeClassifier,DBSCV,2,recall,0.89298,0.00592,0.91320,-0.02022
5383,dna,DecisionTreeClassifier,DBSCV,5,recall,0.90923,0.00412,0.91320,-0.00397
5384,dna,DecisionTreeClassifier,DBSCV,10,recall,0.91560,0.00407,0.91320,0.00240
5385,dna,DecisionTreeClassifier,DOBSCV,2,recall,0.89352,0.00513,0.91320,-0.01968
5386,dna,DecisionTreeClassifier,DOBSCV,5,recall,0.90902,0.00506,0.91320,-0.00418
5387,dna,DecisionTreeClassifier,DOBSCV,10,recall,0.91527,0.00355,0.91320,0.00207
5388,dna,DecisionTreeClassifier,KFold,2,recall,0.89492,0.00620,0.91320,-0.01828
5389,dna,DecisionTreeClassifier,KFold,5,recall,0.90983,0.00545,0.91320,-0.00337
5390,dna,DecisionTreeClassifier,KFold,10,recall,0.91456,0.00471,0.91320,0.00136
5391,dna,DecisionTreeClassifier,ShuffleSplit,2,recall,0.91918,0.01153,0.91320,0.00598
5392,dna,DecisionTreeClassifier,ShuffleSplit,5,recall,0.91601,0.00898,0.91320,0.00281
5393,dna,DecisionTreeClassifier,ShuffleSplit,10,recall,0.91477,0.00706,0.91320,0.00157
5394,dna,DecisionTreeClassifier,StratifiedKFold,2,recall,0.89540,0.00624,0.91320,-0.01780
5395,dna,DecisionTreeClassifier,StratifiedKFold,5,recall,0.91109,0.00476,0.91320,-0.00211
5396,dna,DecisionTreeClassifier,StratifiedKFold,10,recall,0.91574,0.00485,0.91320,0.00254
5397,dna,DecisionTreeClassifier,StratifiedShuffleSplit,2,recall,0.91114,0.01068,0.91320,-0.00206
5398,dna,DecisionTreeClassifier,StratifiedShuffleSplit,5,recall,0.91162,0.00820,0.91320,-0.00158
5399,dna,DecisionTreeClassifier,StratifiedShuffleSplit,10,recall,0.91334,0.00620,0.91320,0.00014
5400,dna,LogisticRegression,CBDSCV,2,accuracy,0.94028,0.00404,0.94800,-0.00772
5401,dna,LogisticRegression,CBDSCV,5,accuracy,0.94653,0.00250,0.94800,-0.00147
5402,dna,LogisticRegression,CBDSCV,10,accuracy,0.94680,0.00247,0.94800,-0.00120
5403,dna,LogisticRegression,CBDSCV_Mini,2,accuracy,0.94111,0.00402,0.94800,-0.00689
5404,dna,LogisticRegression,CBDSCV_Mini,5,accuracy,0.94636,0.00276,0.94800,-0.00164
5405,dna,LogisticRegression,CBDSCV_Mini,10,accuracy,0.94796,0.00264,0.94800,-0.00004
5406,dna,LogisticRegression,DBSCV,2,accuracy,0.94020,0.00366,0.94800,-0.00780
5407,dna,LogisticRegression,DBSCV,5,accuracy,0.94606,0.00202,0.94800,-0.00194
5408,dna,LogisticRegression,DBSCV,10,accuracy,0.94742,0.00200,0.94800,-0.00058
5409,dna,LogisticRegression,DOBSCV,2,accuracy,0.94076,0.00251,0.94800,-0.00724
5410,dna,LogisticRegression,DOBSCV,5,accuracy,0.94641,0.00298,0.94800,-0.00159
5411,dna,LogisticRegression,DOBSCV,10,accuracy,0.94822,0.00262,0.94800,0.00022
5412,dna,LogisticRegression,KFold,2,accuracy,0.93922,0.00336,0.94800,-0.00878
5413,dna,LogisticRegression,KFold,5,accuracy,0.94623,0.00258,0.94800,-0.00177
5414,dna,LogisticRegression,KFold,10,accuracy,0.94789,0.00234,0.94800,-0.00011
5415,dna,LogisticRegression,ShuffleSplit,2,accuracy,0.94521,0.00921,0.94800,-0.00279
5416,dna,LogisticRegression,ShuffleSplit,5,accuracy,0.94652,0.00584,0.94800,-0.00148
5417,dna,LogisticRegression,ShuffleSplit,10,accuracy,0.94645,0.00419,0.94800,-0.00155
5418,dna,LogisticRegression,StratifiedKFold,2,accuracy,0.94034,0.00342,0.94800,-0.00766
5419,dna,LogisticRegression,StratifiedKFold,5,accuracy,0.94699,0.00253,0.94800,-0.00101
5420,dna,LogisticRegression,StratifiedKFold,10,accuracy,0.94736,0.00290,0.94800,-0.00064
5421,dna,LogisticRegression,StratifiedShuffleSplit,2,accuracy,0.94513,0.00991,0.94800,-0.00287
5422,dna,LogisticRegression,StratifiedShuffleSplit,5,accuracy,0.94339,0.00555,0.94800,-0.00461
5423,dna,LogisticRegression,StratifiedShuffleSplit,10,accuracy,0.94507,0.00460,0.94800,-0.00293
5424,dna,LogisticRegression,CBDSCV,2,balanced_accuracy,0.94183,0.00467,0.94920,-0.00737
5425,dna,LogisticRegression,CBDSCV,5,balanced_accuracy,0.94841,0.00241,0.94920,-0.00079
5426,dna,LogisticRegression,CBDSCV,10,balanced_accuracy,0.94813,0.00299,0.94920,-0.00107
5427,dna,LogisticRegression,CBDSCV_Mini,2,balanced_accuracy,0.94288,0.00391,0.94920,-0.00632
5428,dna,LogisticRegression,CBDSCV_Mini,5,balanced_accuracy,0.94767,0.00296,0.94920,-0.00153
5429,dna,LogisticRegression,CBDSCV_Mini,10,balanced_accuracy,0.94918,0.00273,0.94920,-0.00002
5430,dna,LogisticRegression,DBSCV,2,balanced_accuracy,0.94205,0.00382,0.94920,-0.00715
5431,dna,LogisticRegression,DBSCV,5,balanced_accuracy,0.94792,0.00247,0.94920,-0.00128
5432,dna,LogisticRegression,DBSCV,10,balanced_accuracy,0.94880,0.00239,0.94920,-0.00040
5433,dna,LogisticRegression,DOBSCV,2,balanced_accuracy,0.94227,0.00344,0.94920,-0.00693
5434,dna,LogisticRegression,DOBSCV,5,balanced_accuracy,0.94798,0.00267,0.94920,-0.00122
5435,dna,LogisticRegression,DOBSCV,10,balanced_accuracy,0.94961,0.00299,0.94920,0.00041
5436,dna,LogisticRegression,KFold,2,balanced_accuracy,0.94093,0.00357,0.94920,-0.00827
5437,dna,LogisticRegression,KFold,5,balanced_accuracy,0.94773,0.00251,0.94920,-0.00147
5438,dna,LogisticRegression,KFold,10,balanced_accuracy,0.94939,0.00241,0.94920,0.00019
5439,dna,LogisticRegression,ShuffleSplit,2,balanced_accuracy,0.94749,0.00932,0.94920,-0.00171
5440,dna,LogisticRegression,ShuffleSplit,5,balanced_accuracy,0.94851,0.00695,0.94920,-0.00069
5441,dna,LogisticRegression,ShuffleSplit,10,balanced_accuracy,0.94791,0.00445,0.94920,-0.00129
5442,dna,LogisticRegression,StratifiedKFold,2,balanced_accuracy,0.94189,0.00359,0.94920,-0.00731
5443,dna,LogisticRegression,StratifiedKFold,5,balanced_accuracy,0.94878,0.00245,0.94920,-0.00042
5444,dna,LogisticRegression,StratifiedKFold,10,balanced_accuracy,0.94879,0.00308,0.94920,-0.00041
5445,dna,LogisticRegression,StratifiedShuffleSplit,2,balanced_accuracy,0.94686,0.00984,0.94920,-0.00234
5446,dna,LogisticRegression,StratifiedShuffleSplit,5,balanced_accuracy,0.94510,0.00587,0.94920,-0.00410
5447,dna,LogisticRegression,StratifiedShuffleSplit,10,balanced_accuracy,0.94675,0.00516,0.94920,-0.00245
5448,dna,LogisticRegression,CBDSCV,2,f1,0.93414,0.00462,0.94230,-0.00816
5449,dna,LogisticRegression,CBDSCV,5,f1,0.94082,0.00274,0.94230,-0.00148
5450,dna,LogisticRegression,CBDSCV,10,f1,0.94078,0.00290,0.94230,-0.00152
5451,dna,LogisticRegression,CBDSCV_Mini,2,f1,0.93522,0.00433,0.94230,-0.00708
5452,dna,LogisticRegression,CBDSCV_Mini,5,f1,0.94055,0.00307,0.94230,-0.00175
5453,dna,LogisticRegression,CBDSCV_Mini,10,f1,0.94207,0.00290,0.94230,-0.00023
5454,dna,LogisticRegression,DBSCV,2,f1,0.93410,0.00407,0.94230,-0.00820
5455,dna,LogisticRegression,DBSCV,5,f1,0.94037,0.00248,0.94230,-0.00193
5456,dna,LogisticRegression,DBSCV,10,f1,0.94158,0.00231,0.94230,-0.00072
5457,dna,LogisticRegression,DOBSCV,2,f1,0.93471,0.00311,0.94230,-0.00759
5458,dna,LogisticRegression,DOBSCV,5,f1,0.94080,0.00309,0.94230,-0.00150
5459,dna,LogisticRegression,DOBSCV,10,f1,0.94250,0.00302,0.94230,0.00020
5460,dna,LogisticRegression,KFold,2,f1,0.93294,0.00372,0.94230,-0.00936
5461,dna,LogisticRegression,KFold,5,f1,0.94048,0.00271,0.94230,-0.00182
5462,dna,LogisticRegression,KFold,10,f1,0.94199,0.00259,0.94230,-0.00031
5463,dna,LogisticRegression,ShuffleSplit,2,f1,0.93949,0.01026,0.94230,-0.00282
5464,dna,LogisticRegression,ShuffleSplit,5,f1,0.94088,0.00659,0.94230,-0.00142
5465,dna,LogisticRegression,ShuffleSplit,10,f1,0.94081,0.00489,0.94230,-0.00149
5466,dna,LogisticRegression,StratifiedKFold,2,f1,0.93429,0.00395,0.94230,-0.00801
5467,dna,LogisticRegression,StratifiedKFold,5,f1,0.94166,0.00258,0.94230,-0.00064
5468,dna,LogisticRegression,StratifiedKFold,10,f1,0.94187,0.00325,0.94230,-0.00043
5469,dna,LogisticRegression,StratifiedShuffleSplit,2,f1,0.93934,0.01088,0.94230,-0.00296
5470,dna,LogisticRegression,StratifiedShuffleSplit,5,f1,0.93758,0.00608,0.94230,-0.00472
5471,dna,LogisticRegression,StratifiedShuffleSplit,10,f1,0.93938,0.00530,0.94230,-0.00292
5472,dna,LogisticRegression,CBDSCV,2,precision,0.92757,0.00470,0.93690,-0.00933
5473,dna,LogisticRegression,CBDSCV,5,precision,0.93453,0.00309,0.93690,-0.00237
5474,dna,LogisticRegression,CBDSCV,10,precision,0.93497,0.00296,0.93690,-0.00193
5475,dna,LogisticRegression,CBDSCV_Mini,2,precision,0.92877,0.00466,0.93690,-0.00813
5476,dna,LogisticRegression,CBDSCV_Mini,5,precision,0.93459,0.00321,0.93690,-0.00231
5477,dna,LogisticRegression,CBDSCV_Mini,10,precision,0.93640,0.00308,0.93690,-0.00050
5478,dna,LogisticRegression,DBSCV,2,precision,0.92744,0.00433,0.93690,-0.00946
5479,dna,LogisticRegression,DBSCV,5,precision,0.93405,0.00255,0.93690,-0.00285
5480,dna,LogisticRegression,DBSCV,10,precision,0.93580,0.00241,0.93690,-0.00110
5481,dna,LogisticRegression,DOBSCV,2,precision,0.92835,0.00312,0.93690,-0.00855
5482,dna,LogisticRegression,DOBSCV,5,precision,0.93486,0.00355,0.93690,-0.00204
5483,dna,LogisticRegression,DOBSCV,10,precision,0.93685,0.00310,0.93690,-0.00005
5484,dna,LogisticRegression,KFold,2,precision,0.92629,0.00387,0.93690,-0.01061
5485,dna,LogisticRegression,KFold,5,precision,0.93441,0.00298,0.93690,-0.00249
5486,dna,LogisticRegression,KFold,10,precision,0.93612,0.00283,0.93690,-0.00078
5487,dna,LogisticRegression,ShuffleSplit,2,precision,0.93322,0.01134,0.93690,-0.00368
5488,dna,LogisticRegression,ShuffleSplit,5,precision,0.93481,0.00680,0.93690,-0.00209
5489,dna,LogisticRegression,ShuffleSplit,10,precision,0.93518,0.00554,0.93690,-0.00172
5490,dna,LogisticRegression,StratifiedKFold,2,precision,0.92780,0.00427,0.93690,-0.00910
5491,dna,LogisticRegression,StratifiedKFold,5,precision,0.93570,0.00271,0.93690,-0.00120
5492,dna,LogisticRegression,StratifiedKFold,10,precision,0.93638,0.00338,0.93690,-0.00052
5493,dna,LogisticRegression,StratifiedShuffleSplit,2,precision,0.93334,0.01177,0.93690,-0.00356
5494,dna,LogisticRegression,StratifiedShuffleSplit,5,precision,0.93158,0.00639,0.93690,-0.00532
5495,dna,LogisticRegression,StratifiedShuffleSplit,10,precision,0.93349,0.00539,0.93690,-0.00341
5496,dna,LogisticRegression,CBDSCV,2,recall,0.94183,0.00467,0.94920,-0.00737
5497,dna,LogisticRegression,CBDSCV,5,recall,0.94841,0.00241,0.94920,-0.00079
5498,dna,LogisticRegression,CBDSCV,10,recall,0.94813,0.00299,0.94920,-0.00107
5499,dna,LogisticRegression,CBDSCV_Mini,2,recall,0.94288,0.00391,0.94920,-0.00632
5500,dna,LogisticRegression,CBDSCV_Mini,5,recall,0.94767,0.00296,0.94920,-0.00153
5501,dna,LogisticRegression,CBDSCV_Mini,10,recall,0.94918,0.00273,0.94920,-0.00002
5502,dna,LogisticRegression,DBSCV,2,recall,0.94205,0.00382,0.94920,-0.00715
5503,dna,LogisticRegression,DBSCV,5,recall,0.94792,0.00247,0.94920,-0.00128
5504,dna,LogisticRegression,DBSCV,10,recall,0.94880,0.00239,0.94920,-0.00040
5505,dna,LogisticRegression,DOBSCV,2,recall,0.94227,0.00344,0.94920,-0.00693
5506,dna,LogisticRegression,DOBSCV,5,recall,0.94798,0.00267,0.94920,-0.00122
5507,dna,LogisticRegression,DOBSCV,10,recall,0.94961,0.00299,0.94920,0.00041
5508,dna,LogisticRegression,KFold,2,recall,0.94093,0.00357,0.94920,-0.00827
5509,dna,LogisticRegression,KFold,5,recall,0.94773,0.00251,0.94920,-0.00147
5510,dna,LogisticRegression,KFold,10,recall,0.94939,0.00241,0.94920,0.00019
5511,dna,LogisticRegression,ShuffleSplit,2,recall,0.94749,0.00932,0.94920,-0.00171
5512,dna,LogisticRegression,ShuffleSplit,5,recall,0.94851,0.00695,0.94920,-0.00069
5513,dna,LogisticRegression,ShuffleSplit,10,recall,0.94791,0.00445,0.94920,-0.00129
5514,dna,LogisticRegression,StratifiedKFold,2,recall,0.94189,0.00359,0.94920,-0.00731
5515,dna,LogisticRegression,StratifiedKFold,5,recall,0.94878,0.00245,0.94920,-0.00042
5516,dna,LogisticRegression,StratifiedKFold,10,recall,0.94879,0.00308,0.94920,-0.00041
5517,dna,LogisticRegression,StratifiedShuffleSplit,2,recall,0.94686,0.00984,0.94920,-0.00234
5518,dna,LogisticRegression,StratifiedShuffleSplit,5,recall,0.94510,0.00587,0.94920,-0.00410
5519,dna,LogisticRegression,StratifiedShuffleSplit,10,recall,0.94675,0.00516,0.94920,-0.00245
5520,dna,RandomForestClassifier,CBDSCV,2,accuracy,0.94788,0.00213,0.95250,-0.00462
5521,dna,RandomForestClassifier,CBDSCV,5,accuracy,0.95225,0.00243,0.95250,-0.00025
5522,dna,RandomForestClassifier,CBDSCV,10,accuracy,0.95328,0.00223,0.95250,0.00078
5523,dna,RandomForestClassifier,CBDSCV_Mini,2,accuracy,0.94999,0.00278,0.95250,-0.00251
5524,dna,RandomForestClassifier,CBDSCV_Mini,5,accuracy,0.95338,0.00177,0.95250,0.00088
5525,dna,RandomForestClassifier,CBDSCV_Mini,10,accuracy,0.95408,0.00210,0.95250,0.00158
5526,dna,RandomForestClassifier,DBSCV,2,accuracy,0.94891,0.00284,0.95250,-0.00359
5527,dna,RandomForestClassifier,DBSCV,5,accuracy,0.95246,0.00192,0.95250,-0.00004
5528,dna,RandomForestClassifier,DBSCV,10,accuracy,0.95287,0.00241,0.95250,0.00037
5529,dna,RandomForestClassifier,DOBSCV,2,accuracy,0.94758,0.00302,0.95250,-0.00492
5530,dna,RandomForestClassifier,DOBSCV,5,accuracy,0.95330,0.00226,0.95250,0.00080
5531,dna,RandomForestClassifier,DOBSCV,10,accuracy,0.95346,0.00272,0.95250,0.00096
5532,dna,RandomForestClassifier,KFold,2,accuracy,0.94849,0.00282,0.95250,-0.00401
5533,dna,RandomForestClassifier,KFold,5,accuracy,0.95356,0.00206,0.95250,0.00106
5534,dna,RandomForestClassifier,KFold,10,accuracy,0.95431,0.00203,0.95250,0.00181
5535,dna,RandomForestClassifier,ShuffleSplit,2,accuracy,0.95409,0.00590,0.95250,0.00159
5536,dna,RandomForestClassifier,ShuffleSplit,5,accuracy,0.95366,0.00553,0.95250,0.00116
5537,dna,RandomForestClassifier,ShuffleSplit,10,accuracy,0.95294,0.00458,0.95250,0.00044
5538,dna,RandomForestClassifier,StratifiedKFold,2,accuracy,0.94801,0.00242,0.95250,-0.00449
