,dataset_name,classifier_name,splitter_method,n_splits,metric_name,expected_estimate,estimate_std,true_value,bias
1057,analcatdata_dmft,DecisionTreeClassifier,CBDSCV,5,recall,0.19439,0.00974,0.20970,-0.01531
1058,analcatdata_dmft,DecisionTreeClassifier,CBDSCV,10,recall,0.19731,0.01498,0.20970,-0.01239
1059,analcatdata_dmft,DecisionTreeClassifier,CBDSCV_Mini,2,recall,0.19185,0.00786,0.20970,-0.01785
1060,analcatdata_dmft,DecisionTreeClassifier,CBDSCV_Mini,5,recall,0.19721,0.01389,0.20970,-0.01249
1061,analcatdata_dmft,DecisionTreeClassifier,CBDSCV_Mini,10,recall,0.19982,0.01439,0.20970,-0.00988
1062,analcatdata_dmft,DecisionTreeClassifier,DBSCV,2,recall,0.18882,0.00589,0.20970,-0.02088
1063,analcatdata_dmft,DecisionTreeClassifier,DBSCV,5,recall,0.19652,0.01462,0.20970,-0.01318
1064,analcatdata_dmft,DecisionTreeClassifier,DBSCV,10,recall,0.19768,0.01571,0.20970,-0.01202
1065,analcatdata_dmft,DecisionTreeClassifier,DOBSCV,2,recall,0.19466,0.01007,0.20970,-0.01504
1066,analcatdata_dmft,DecisionTreeClassifier,DOBSCV,5,recall,0.19667,0.01469,0.20970,-0.01303
1067,analcatdata_dmft,DecisionTreeClassifier,DOBSCV,10,recall,0.19943,0.01792,0.20970,-0.01027
1068,analcatdata_dmft,DecisionTreeClassifier,KFold,2,recall,0.19279,0.01362,0.20970,-0.01691
1069,analcatdata_dmft,DecisionTreeClassifier,KFold,5,recall,0.19706,0.01462,0.20970,-0.01264
1070,analcatdata_dmft,DecisionTreeClassifier,KFold,10,recall,0.20084,0.01874,0.20970,-0.00886
1071,analcatdata_dmft,DecisionTreeClassifier,ShuffleSplit,2,recall,0.19709,0.02857,0.20970,-0.01261
1072,analcatdata_dmft,DecisionTreeClassifier,ShuffleSplit,5,recall,0.19551,0.01718,0.20970,-0.01419
1073,analcatdata_dmft,DecisionTreeClassifier,ShuffleSplit,10,recall,0.19635,0.01297,0.20970,-0.01335
1074,analcatdata_dmft,DecisionTreeClassifier,StratifiedKFold,2,recall,0.19338,0.01000,0.20970,-0.01632
1075,analcatdata_dmft,DecisionTreeClassifier,StratifiedKFold,5,recall,0.19315,0.01088,0.20970,-0.01655
1076,analcatdata_dmft,DecisionTreeClassifier,StratifiedKFold,10,recall,0.19775,0.01534,0.20970,-0.01195
1077,analcatdata_dmft,DecisionTreeClassifier,StratifiedShuffleSplit,2,recall,0.19732,0.02595,0.20970,-0.01238
1078,analcatdata_dmft,DecisionTreeClassifier,StratifiedShuffleSplit,5,recall,0.19405,0.01847,0.20970,-0.01565
1079,analcatdata_dmft,DecisionTreeClassifier,StratifiedShuffleSplit,10,recall,0.19784,0.01775,0.20970,-0.01186
1080,analcatdata_dmft,LogisticRegression,CBDSCV,2,accuracy,0.21165,0.01410,0.21560,-0.00395
1081,analcatdata_dmft,LogisticRegression,CBDSCV,5,accuracy,0.21960,0.00938,0.21560,0.00400
1082,analcatdata_dmft,LogisticRegression,CBDSCV,10,accuracy,0.21809,0.00804,0.21560,0.00249
1083,analcatdata_dmft,LogisticRegression,CBDSCV_Mini,2,accuracy,0.21417,0.01200,0.21560,-0.00143
1084,analcatdata_dmft,LogisticRegression,CBDSCV_Mini,5,accuracy,0.21827,0.01072,0.21560,0.00267
1085,analcatdata_dmft,LogisticRegression,CBDSCV_Mini,10,accuracy,0.21841,0.00985,0.21560,0.00281
1086,analcatdata_dmft,LogisticRegression,DBSCV,2,accuracy,0.21165,0.01418,0.21560,-0.00395
1087,analcatdata_dmft,LogisticRegression,DBSCV,5,accuracy,0.21926,0.00921,0.21560,0.00366
1088,analcatdata_dmft,LogisticRegression,DBSCV,10,accuracy,0.21884,0.01006,0.21560,0.00324
1089,analcatdata_dmft,LogisticRegression,DOBSCV,2,accuracy,0.21737,0.00739,0.21560,0.00177
1090,analcatdata_dmft,LogisticRegression,DOBSCV,5,accuracy,0.22031,0.01272,0.21560,0.00471
1091,analcatdata_dmft,LogisticRegression,DOBSCV,10,accuracy,0.21895,0.00905,0.21560,0.00335
1092,analcatdata_dmft,LogisticRegression,KFold,2,accuracy,0.21771,0.01426,0.21560,0.00211
1093,analcatdata_dmft,LogisticRegression,KFold,5,accuracy,0.21931,0.01412,0.21560,0.00371
1094,analcatdata_dmft,LogisticRegression,KFold,10,accuracy,0.21745,0.00904,0.21560,0.00185
1095,analcatdata_dmft,LogisticRegression,ShuffleSplit,2,accuracy,0.22674,0.03812,0.21560,0.01114
1096,analcatdata_dmft,LogisticRegression,ShuffleSplit,5,accuracy,0.22069,0.02653,0.21560,0.00509
1097,analcatdata_dmft,LogisticRegression,ShuffleSplit,10,accuracy,0.22326,0.01857,0.21560,0.00766
1098,analcatdata_dmft,LogisticRegression,StratifiedKFold,2,accuracy,0.21682,0.01281,0.21560,0.00122
1099,analcatdata_dmft,LogisticRegression,StratifiedKFold,5,accuracy,0.21947,0.01055,0.21560,0.00387
1100,analcatdata_dmft,LogisticRegression,StratifiedKFold,10,accuracy,0.21933,0.00948,0.21560,0.00373
1101,analcatdata_dmft,LogisticRegression,StratifiedShuffleSplit,2,accuracy,0.21562,0.02400,0.21560,0.00002
1102,analcatdata_dmft,LogisticRegression,StratifiedShuffleSplit,5,accuracy,0.21653,0.01648,0.21560,0.00093
1103,analcatdata_dmft,LogisticRegression,StratifiedShuffleSplit,10,accuracy,0.21757,0.01339,0.21560,0.00197
1104,analcatdata_dmft,LogisticRegression,CBDSCV,2,balanced_accuracy,0.21609,0.01498,0.22280,-0.00671
1105,analcatdata_dmft,LogisticRegression,CBDSCV,5,balanced_accuracy,0.22522,0.01034,0.22280,0.00242
1106,analcatdata_dmft,LogisticRegression,CBDSCV,10,balanced_accuracy,0.22255,0.00775,0.22280,-0.00025
1107,analcatdata_dmft,LogisticRegression,CBDSCV_Mini,2,balanced_accuracy,0.21835,0.01380,0.22280,-0.00445
1108,analcatdata_dmft,LogisticRegression,CBDSCV_Mini,5,balanced_accuracy,0.22472,0.01151,0.22280,0.00192
1109,analcatdata_dmft,LogisticRegression,CBDSCV_Mini,10,balanced_accuracy,0.22465,0.00994,0.22280,0.00185
1110,analcatdata_dmft,LogisticRegression,DBSCV,2,balanced_accuracy,0.21590,0.01411,0.22280,-0.00690
1111,analcatdata_dmft,LogisticRegression,DBSCV,5,balanced_accuracy,0.22562,0.00920,0.22280,0.00282
1112,analcatdata_dmft,LogisticRegression,DBSCV,10,balanced_accuracy,0.22496,0.01073,0.22280,0.00216
1113,analcatdata_dmft,LogisticRegression,DOBSCV,2,balanced_accuracy,0.22192,0.00768,0.22280,-0.00088
1114,analcatdata_dmft,LogisticRegression,DOBSCV,5,balanced_accuracy,0.22542,0.01221,0.22280,0.00262
1115,analcatdata_dmft,LogisticRegression,DOBSCV,10,balanced_accuracy,0.22420,0.00956,0.22280,0.00140
1116,analcatdata_dmft,LogisticRegression,KFold,2,balanced_accuracy,0.22243,0.01523,0.22280,-0.00037
1117,analcatdata_dmft,LogisticRegression,KFold,5,balanced_accuracy,0.22525,0.01310,0.22280,0.00245
1118,analcatdata_dmft,LogisticRegression,KFold,10,balanced_accuracy,0.22387,0.00906,0.22280,0.00107
1119,analcatdata_dmft,LogisticRegression,ShuffleSplit,2,balanced_accuracy,0.23288,0.03936,0.22280,0.01008
1120,analcatdata_dmft,LogisticRegression,ShuffleSplit,5,balanced_accuracy,0.22841,0.02725,0.22280,0.00561
1121,analcatdata_dmft,LogisticRegression,ShuffleSplit,10,balanced_accuracy,0.23129,0.01939,0.22280,0.00849
1122,analcatdata_dmft,LogisticRegression,StratifiedKFold,2,balanced_accuracy,0.22115,0.01325,0.22280,-0.00165
1123,analcatdata_dmft,LogisticRegression,StratifiedKFold,5,balanced_accuracy,0.22490,0.00995,0.22280,0.00210
1124,analcatdata_dmft,LogisticRegression,StratifiedKFold,10,balanced_accuracy,0.22535,0.00902,0.22280,0.00255
1125,analcatdata_dmft,LogisticRegression,StratifiedShuffleSplit,2,balanced_accuracy,0.22162,0.02432,0.22280,-0.00118
1126,analcatdata_dmft,LogisticRegression,StratifiedShuffleSplit,5,balanced_accuracy,0.22306,0.01672,0.22280,0.00026
1127,analcatdata_dmft,LogisticRegression,StratifiedShuffleSplit,10,balanced_accuracy,0.22418,0.01316,0.22280,0.00138
1128,analcatdata_dmft,LogisticRegression,CBDSCV,2,f1,0.19706,0.01312,0.19660,0.00046
1129,analcatdata_dmft,LogisticRegression,CBDSCV,5,f1,0.20329,0.01225,0.19660,0.00669
1130,analcatdata_dmft,LogisticRegression,CBDSCV,10,f1,0.19759,0.00799,0.19660,0.00099
1131,analcatdata_dmft,LogisticRegression,CBDSCV_Mini,2,f1,0.19991,0.01204,0.19660,0.00331
1132,analcatdata_dmft,LogisticRegression,CBDSCV_Mini,5,f1,0.20120,0.01143,0.19660,0.00460
1133,analcatdata_dmft,LogisticRegression,CBDSCV_Mini,10,f1,0.19856,0.01184,0.19660,0.00196
1134,analcatdata_dmft,LogisticRegression,DBSCV,2,f1,0.19624,0.01354,0.19660,-0.00036
1135,analcatdata_dmft,LogisticRegression,DBSCV,5,f1,0.20302,0.01134,0.19660,0.00642
1136,analcatdata_dmft,LogisticRegression,DBSCV,10,f1,0.19833,0.01284,0.19660,0.00173
1137,analcatdata_dmft,LogisticRegression,DOBSCV,2,f1,0.20343,0.00824,0.19660,0.00683
1138,analcatdata_dmft,LogisticRegression,DOBSCV,5,f1,0.20386,0.01424,0.19660,0.00726
1139,analcatdata_dmft,LogisticRegression,DOBSCV,10,f1,0.19846,0.01142,0.19660,0.00186
1140,analcatdata_dmft,LogisticRegression,KFold,2,f1,0.20222,0.01772,0.19660,0.00562
1141,analcatdata_dmft,LogisticRegression,KFold,5,f1,0.20222,0.01597,0.19660,0.00562
1142,analcatdata_dmft,LogisticRegression,KFold,10,f1,0.19670,0.01020,0.19660,0.00010
1143,analcatdata_dmft,LogisticRegression,ShuffleSplit,2,f1,0.20959,0.03945,0.19660,0.01299
1144,analcatdata_dmft,LogisticRegression,ShuffleSplit,5,f1,0.20329,0.02649,0.19660,0.00669
1145,analcatdata_dmft,LogisticRegression,ShuffleSplit,10,f1,0.20356,0.01955,0.19660,0.00696
1146,analcatdata_dmft,LogisticRegression,StratifiedKFold,2,f1,0.20366,0.01306,0.19660,0.00706
1147,analcatdata_dmft,LogisticRegression,StratifiedKFold,5,f1,0.20431,0.01153,0.19660,0.00771
1148,analcatdata_dmft,LogisticRegression,StratifiedKFold,10,f1,0.20259,0.01124,0.19660,0.00599
1149,analcatdata_dmft,LogisticRegression,StratifiedShuffleSplit,2,f1,0.19861,0.02557,0.19660,0.00201
1150,analcatdata_dmft,LogisticRegression,StratifiedShuffleSplit,5,f1,0.19882,0.01747,0.19660,0.00222
1151,analcatdata_dmft,LogisticRegression,StratifiedShuffleSplit,10,f1,0.19993,0.01485,0.19660,0.00333
1152,analcatdata_dmft,LogisticRegression,CBDSCV,2,precision,0.21023,0.02035,0.21540,-0.00517
1153,analcatdata_dmft,LogisticRegression,CBDSCV,5,precision,0.22248,0.01546,0.21540,0.00708
1154,analcatdata_dmft,LogisticRegression,CBDSCV,10,precision,0.21883,0.01375,0.21540,0.00343
1155,analcatdata_dmft,LogisticRegression,CBDSCV_Mini,2,precision,0.21076,0.01623,0.21540,-0.00464
1156,analcatdata_dmft,LogisticRegression,CBDSCV_Mini,5,precision,0.21738,0.01783,0.21540,0.00198
1157,analcatdata_dmft,LogisticRegression,CBDSCV_Mini,10,precision,0.21827,0.01469,0.21540,0.00287
1158,analcatdata_dmft,LogisticRegression,DBSCV,2,precision,0.21006,0.01983,0.21540,-0.00534
1159,analcatdata_dmft,LogisticRegression,DBSCV,5,precision,0.21742,0.01878,0.21540,0.00202
1160,analcatdata_dmft,LogisticRegression,DBSCV,10,precision,0.21410,0.02000,0.21540,-0.00130
1161,analcatdata_dmft,LogisticRegression,DOBSCV,2,precision,0.21736,0.01188,0.21540,0.00196
1162,analcatdata_dmft,LogisticRegression,DOBSCV,5,precision,0.22160,0.02115,0.21540,0.00620
1163,analcatdata_dmft,LogisticRegression,DOBSCV,10,precision,0.21729,0.01618,0.21540,0.00189
1164,analcatdata_dmft,LogisticRegression,KFold,2,precision,0.21335,0.02337,0.21540,-0.00205
1165,analcatdata_dmft,LogisticRegression,KFold,5,precision,0.21736,0.02485,0.21540,0.00196
1166,analcatdata_dmft,LogisticRegression,KFold,10,precision,0.21550,0.01667,0.21540,0.00010
1167,analcatdata_dmft,LogisticRegression,ShuffleSplit,2,precision,0.22339,0.04983,0.21540,0.00799
1168,analcatdata_dmft,LogisticRegression,ShuffleSplit,5,precision,0.22191,0.03742,0.21540,0.00651
1169,analcatdata_dmft,LogisticRegression,ShuffleSplit,10,precision,0.22305,0.02705,0.21540,0.00765
1170,analcatdata_dmft,LogisticRegression,StratifiedKFold,2,precision,0.22237,0.01810,0.21540,0.00697
1171,analcatdata_dmft,LogisticRegression,StratifiedKFold,5,precision,0.22300,0.01664,0.21540,0.00760
1172,analcatdata_dmft,LogisticRegression,StratifiedKFold,10,precision,0.22107,0.02013,0.21540,0.00567
1173,analcatdata_dmft,LogisticRegression,StratifiedShuffleSplit,2,precision,0.21858,0.03803,0.21540,0.00318
1174,analcatdata_dmft,LogisticRegression,StratifiedShuffleSplit,5,precision,0.21703,0.03510,0.21540,0.00163
1175,analcatdata_dmft,LogisticRegression,StratifiedShuffleSplit,10,precision,0.21599,0.02872,0.21540,0.00059
1176,analcatdata_dmft,LogisticRegression,CBDSCV,2,recall,0.21609,0.01498,0.22280,-0.00671
1177,analcatdata_dmft,LogisticRegression,CBDSCV,5,recall,0.22522,0.01034,0.22280,0.00242
1178,analcatdata_dmft,LogisticRegression,CBDSCV,10,recall,0.22255,0.00775,0.22280,-0.00025
1179,analcatdata_dmft,LogisticRegression,CBDSCV_Mini,2,recall,0.21835,0.01380,0.22280,-0.00445
1180,analcatdata_dmft,LogisticRegression,CBDSCV_Mini,5,recall,0.22472,0.01151,0.22280,0.00192
1181,analcatdata_dmft,LogisticRegression,CBDSCV_Mini,10,recall,0.22465,0.00994,0.22280,0.00185
1182,analcatdata_dmft,LogisticRegression,DBSCV,2,recall,0.21590,0.01411,0.22280,-0.00690
1183,analcatdata_dmft,LogisticRegression,DBSCV,5,recall,0.22562,0.00920,0.22280,0.00282
1184,analcatdata_dmft,LogisticRegression,DBSCV,10,recall,0.22496,0.01073,0.22280,0.00216
1185,analcatdata_dmft,LogisticRegression,DOBSCV,2,recall,0.22192,0.00768,0.22280,-0.00088
1186,analcatdata_dmft,LogisticRegression,DOBSCV,5,recall,0.22542,0.01221,0.22280,0.00262
1187,analcatdata_dmft,LogisticRegression,DOBSCV,10,recall,0.22420,0.00956,0.22280,0.00140
1188,analcatdata_dmft,LogisticRegression,KFold,2,recall,0.22243,0.01523,0.22280,-0.00037
1189,analcatdata_dmft,LogisticRegression,KFold,5,recall,0.22525,0.01310,0.22280,0.00245
1190,analcatdata_dmft,LogisticRegression,KFold,10,recall,0.22387,0.00906,0.22280,0.00107
1191,analcatdata_dmft,LogisticRegression,ShuffleSplit,2,recall,0.23288,0.03936,0.22280,0.01008
1192,analcatdata_dmft,LogisticRegression,ShuffleSplit,5,recall,0.22841,0.02725,0.22280,0.00561
1193,analcatdata_dmft,LogisticRegression,ShuffleSplit,10,recall,0.23129,0.01939,0.22280,0.00849
1194,analcatdata_dmft,LogisticRegression,StratifiedKFold,2,recall,0.22115,0.01325,0.22280,-0.00165
1195,analcatdata_dmft,LogisticRegression,StratifiedKFold,5,recall,0.22490,0.00995,0.22280,0.00210
1196,analcatdata_dmft,LogisticRegression,StratifiedKFold,10,recall,0.22535,0.00902,0.22280,0.00255
1197,analcatdata_dmft,LogisticRegression,StratifiedShuffleSplit,2,recall,0.22162,0.02432,0.22280,-0.00118
1198,analcatdata_dmft,LogisticRegression,StratifiedShuffleSplit,5,recall,0.22306,0.01672,0.22280,0.00026
1199,analcatdata_dmft,LogisticRegression,StratifiedShuffleSplit,10,recall,0.22418,0.01316,0.22280,0.00138
1200,analcatdata_dmft,RandomForestClassifier,CBDSCV,2,accuracy,0.21144,0.01477,0.21950,-0.00806
1201,analcatdata_dmft,RandomForestClassifier,CBDSCV,5,accuracy,0.21415,0.01074,0.21950,-0.00535
1202,analcatdata_dmft,RandomForestClassifier,CBDSCV,10,accuracy,0.21608,0.01029,0.21950,-0.00342
1203,analcatdata_dmft,RandomForestClassifier,CBDSCV_Mini,2,accuracy,0.20809,0.01852,0.21950,-0.01141
1204,analcatdata_dmft,RandomForestClassifier,CBDSCV_Mini,5,accuracy,0.21123,0.01099,0.21950,-0.00827
1205,analcatdata_dmft,RandomForestClassifier,CBDSCV_Mini,10,accuracy,0.21299,0.01128,0.21950,-0.00651
1206,analcatdata_dmft,RandomForestClassifier,DBSCV,2,accuracy,0.20921,0.01146,0.21950,-0.01029
1207,analcatdata_dmft,RandomForestClassifier,DBSCV,5,accuracy,0.21257,0.01062,0.21950,-0.00693
1208,analcatdata_dmft,RandomForestClassifier,DBSCV,10,accuracy,0.21434,0.01094,0.21950,-0.00516
1209,analcatdata_dmft,RandomForestClassifier,DOBSCV,2,accuracy,0.20747,0.01056,0.21950,-0.01203
1210,analcatdata_dmft,RandomForestClassifier,DOBSCV,5,accuracy,0.21836,0.00820,0.21950,-0.00114
1211,analcatdata_dmft,RandomForestClassifier,DOBSCV,10,accuracy,0.21621,0.01283,0.21950,-0.00329
1212,analcatdata_dmft,RandomForestClassifier,KFold,2,accuracy,0.20914,0.01536,0.21950,-0.01036
1213,analcatdata_dmft,RandomForestClassifier,KFold,5,accuracy,0.21241,0.01331,0.21950,-0.00709
1214,analcatdata_dmft,RandomForestClassifier,KFold,10,accuracy,0.21289,0.01740,0.21950,-0.00661
1215,analcatdata_dmft,RandomForestClassifier,ShuffleSplit,2,accuracy,0.21180,0.03800,0.21950,-0.00770
1216,analcatdata_dmft,RandomForestClassifier,ShuffleSplit,5,accuracy,0.21333,0.02485,0.21950,-0.00617
1217,analcatdata_dmft,RandomForestClassifier,ShuffleSplit,10,accuracy,0.21451,0.01887,0.21950,-0.00499
1218,analcatdata_dmft,RandomForestClassifier,StratifiedKFold,2,accuracy,0.20859,0.01121,0.21950,-0.01091
1219,analcatdata_dmft,RandomForestClassifier,StratifiedKFold,5,accuracy,0.21298,0.01409,0.21950,-0.00652
1220,analcatdata_dmft,RandomForestClassifier,StratifiedKFold,10,accuracy,0.21506,0.01002,0.21950,-0.00444
1221,analcatdata_dmft,RandomForestClassifier,StratifiedShuffleSplit,2,accuracy,0.21771,0.02905,0.21950,-0.00179
1222,analcatdata_dmft,RandomForestClassifier,StratifiedShuffleSplit,5,accuracy,0.21402,0.01994,0.21950,-0.00548
1223,analcatdata_dmft,RandomForestClassifier,StratifiedShuffleSplit,10,accuracy,0.21507,0.01646,0.21950,-0.00443
1224,analcatdata_dmft,RandomForestClassifier,CBDSCV,2,balanced_accuracy,0.21721,0.01420,0.22700,-0.00979
1225,analcatdata_dmft,RandomForestClassifier,CBDSCV,5,balanced_accuracy,0.22007,0.01062,0.22700,-0.00693
1226,analcatdata_dmft,RandomForestClassifier,CBDSCV,10,balanced_accuracy,0.22280,0.01226,0.22700,-0.00420
1227,analcatdata_dmft,RandomForestClassifier,CBDSCV_Mini,2,balanced_accuracy,0.21493,0.01998,0.22700,-0.01207
1228,analcatdata_dmft,RandomForestClassifier,CBDSCV_Mini,5,balanced_accuracy,0.21830,0.01221,0.22700,-0.00870
1229,analcatdata_dmft,RandomForestClassifier,CBDSCV_Mini,10,balanced_accuracy,0.22046,0.01262,0.22700,-0.00654
1230,analcatdata_dmft,RandomForestClassifier,DBSCV,2,balanced_accuracy,0.21409,0.01093,0.22700,-0.01291
1231,analcatdata_dmft,RandomForestClassifier,DBSCV,5,balanced_accuracy,0.21991,0.01102,0.22700,-0.00709
1232,analcatdata_dmft,RandomForestClassifier,DBSCV,10,balanced_accuracy,0.22136,0.01309,0.22700,-0.00564
1233,analcatdata_dmft,RandomForestClassifier,DOBSCV,2,balanced_accuracy,0.21488,0.01097,0.22700,-0.01212
1234,analcatdata_dmft,RandomForestClassifier,DOBSCV,5,balanced_accuracy,0.22541,0.00918,0.22700,-0.00159
1235,analcatdata_dmft,RandomForestClassifier,DOBSCV,10,balanced_accuracy,0.22290,0.01384,0.22700,-0.00410
1236,analcatdata_dmft,RandomForestClassifier,KFold,2,balanced_accuracy,0.21646,0.01680,0.22700,-0.01054
1237,analcatdata_dmft,RandomForestClassifier,KFold,5,balanced_accuracy,0.21955,0.01295,0.22700,-0.00745
1238,analcatdata_dmft,RandomForestClassifier,KFold,10,balanced_accuracy,0.22062,0.01637,0.22700,-0.00638
1239,analcatdata_dmft,RandomForestClassifier,ShuffleSplit,2,balanced_accuracy,0.21849,0.03877,0.22700,-0.00851
1240,analcatdata_dmft,RandomForestClassifier,ShuffleSplit,5,balanced_accuracy,0.22192,0.02422,0.22700,-0.00508
1241,analcatdata_dmft,RandomForestClassifier,ShuffleSplit,10,balanced_accuracy,0.22283,0.01845,0.22700,-0.00417
1242,analcatdata_dmft,RandomForestClassifier,StratifiedKFold,2,balanced_accuracy,0.21502,0.01190,0.22700,-0.01198
1243,analcatdata_dmft,RandomForestClassifier,StratifiedKFold,5,balanced_accuracy,0.22025,0.01489,0.22700,-0.00675
1244,analcatdata_dmft,RandomForestClassifier,StratifiedKFold,10,balanced_accuracy,0.22252,0.01064,0.22700,-0.00448
1245,analcatdata_dmft,RandomForestClassifier,StratifiedShuffleSplit,2,balanced_accuracy,0.22539,0.03062,0.22700,-0.00162
1246,analcatdata_dmft,RandomForestClassifier,StratifiedShuffleSplit,5,balanced_accuracy,0.22147,0.02098,0.22700,-0.00553
1247,analcatdata_dmft,RandomForestClassifier,StratifiedShuffleSplit,10,balanced_accuracy,0.22277,0.01727,0.22700,-0.00423
1248,analcatdata_dmft,RandomForestClassifier,CBDSCV,2,f1,0.17646,0.01260,0.17690,-0.00045
1249,analcatdata_dmft,RandomForestClassifier,CBDSCV,5,f1,0.17668,0.01178,0.17690,-0.00022
1250,analcatdata_dmft,RandomForestClassifier,CBDSCV,10,f1,0.17448,0.01170,0.17690,-0.00242
1251,analcatdata_dmft,RandomForestClassifier,CBDSCV_Mini,2,f1,0.17651,0.02019,0.17690,-0.00039
1252,analcatdata_dmft,RandomForestClassifier,CBDSCV_Mini,5,f1,0.17396,0.01411,0.17690,-0.00294
1253,analcatdata_dmft,RandomForestClassifier,CBDSCV_Mini,10,f1,0.17057,0.01187,0.17690,-0.00633
1254,analcatdata_dmft,RandomForestClassifier,DBSCV,2,f1,0.17325,0.01419,0.17690,-0.00365
1255,analcatdata_dmft,RandomForestClassifier,DBSCV,5,f1,0.17558,0.01312,0.17690,-0.00132
1256,analcatdata_dmft,RandomForestClassifier,DBSCV,10,f1,0.17293,0.01081,0.17690,-0.00397
1257,analcatdata_dmft,RandomForestClassifier,DOBSCV,2,f1,0.17091,0.01384,0.17690,-0.00599
1258,analcatdata_dmft,RandomForestClassifier,DOBSCV,5,f1,0.17939,0.00939,0.17690,0.00249
1259,analcatdata_dmft,RandomForestClassifier,DOBSCV,10,f1,0.17345,0.01108,0.17690,-0.00345
1260,analcatdata_dmft,RandomForestClassifier,KFold,2,f1,0.17260,0.01860,0.17690,-0.00430
1261,analcatdata_dmft,RandomForestClassifier,KFold,5,f1,0.17443,0.01291,0.17690,-0.00247
1262,analcatdata_dmft,RandomForestClassifier,KFold,10,f1,0.17060,0.01506,0.17690,-0.00630
1263,analcatdata_dmft,RandomForestClassifier,ShuffleSplit,2,f1,0.17343,0.03576,0.17690,-0.00347
1264,analcatdata_dmft,RandomForestClassifier,ShuffleSplit,5,f1,0.17301,0.02348,0.17690,-0.00389
1265,analcatdata_dmft,RandomForestClassifier,ShuffleSplit,10,f1,0.17313,0.01842,0.17690,-0.00377
1266,analcatdata_dmft,RandomForestClassifier,StratifiedKFold,2,f1,0.17334,0.01452,0.17690,-0.00356
1267,analcatdata_dmft,RandomForestClassifier,StratifiedKFold,5,f1,0.17442,0.01384,0.17690,-0.00248
1268,analcatdata_dmft,RandomForestClassifier,StratifiedKFold,10,f1,0.17514,0.00995,0.17690,-0.00176
1269,analcatdata_dmft,RandomForestClassifier,StratifiedShuffleSplit,2,f1,0.17950,0.03063,0.17690,0.00260
1270,analcatdata_dmft,RandomForestClassifier,StratifiedShuffleSplit,5,f1,0.17495,0.02180,0.17690,-0.00195
1271,analcatdata_dmft,RandomForestClassifier,StratifiedShuffleSplit,10,f1,0.17610,0.01631,0.17690,-0.00080
1272,analcatdata_dmft,RandomForestClassifier,CBDSCV,2,precision,0.18560,0.02284,0.17740,0.00820
1273,analcatdata_dmft,RandomForestClassifier,CBDSCV,5,precision,0.19557,0.02052,0.17740,0.01817
1274,analcatdata_dmft,RandomForestClassifier,CBDSCV,10,precision,0.18152,0.02507,0.17740,0.00412
1275,analcatdata_dmft,RandomForestClassifier,CBDSCV_Mini,2,precision,0.20443,0.04346,0.17740,0.02703
1276,analcatdata_dmft,RandomForestClassifier,CBDSCV_Mini,5,precision,0.19360,0.02989,0.17740,0.01620
1277,analcatdata_dmft,RandomForestClassifier,CBDSCV_Mini,10,precision,0.17864,0.03052,0.17740,0.00124
1278,analcatdata_dmft,RandomForestClassifier,DBSCV,2,precision,0.19584,0.03610,0.17740,0.01844
1279,analcatdata_dmft,RandomForestClassifier,DBSCV,5,precision,0.19166,0.03179,0.17740,0.01426
1280,analcatdata_dmft,RandomForestClassifier,DBSCV,10,precision,0.17691,0.01925,0.17740,-0.00049
1281,analcatdata_dmft,RandomForestClassifier,DOBSCV,2,precision,0.20120,0.03743,0.17740,0.02380
1282,analcatdata_dmft,RandomForestClassifier,DOBSCV,5,precision,0.20079,0.02165,0.17740,0.02339
1283,analcatdata_dmft,RandomForestClassifier,DOBSCV,10,precision,0.18041,0.02207,0.17740,0.00301
1284,analcatdata_dmft,RandomForestClassifier,KFold,2,precision,0.18934,0.02851,0.17740,0.01194
1285,analcatdata_dmft,RandomForestClassifier,KFold,5,precision,0.19002,0.03041,0.17740,0.01262
1286,analcatdata_dmft,RandomForestClassifier,KFold,10,precision,0.17539,0.02443,0.17740,-0.00201
1287,analcatdata_dmft,RandomForestClassifier,ShuffleSplit,2,precision,0.18188,0.05189,0.17740,0.00448
1288,analcatdata_dmft,RandomForestClassifier,ShuffleSplit,5,precision,0.17826,0.04173,0.17740,0.00086
1289,analcatdata_dmft,RandomForestClassifier,ShuffleSplit,10,precision,0.18062,0.03485,0.17740,0.00322
1290,analcatdata_dmft,RandomForestClassifier,StratifiedKFold,2,precision,0.18102,0.02510,0.17740,0.00362
1291,analcatdata_dmft,RandomForestClassifier,StratifiedKFold,5,precision,0.18378,0.02081,0.17740,0.00638
1292,analcatdata_dmft,RandomForestClassifier,StratifiedKFold,10,precision,0.17655,0.01507,0.17740,-0.00085
1293,analcatdata_dmft,RandomForestClassifier,StratifiedShuffleSplit,2,precision,0.19163,0.05266,0.17740,0.01423
1294,analcatdata_dmft,RandomForestClassifier,StratifiedShuffleSplit,5,precision,0.18214,0.03500,0.17740,0.00474
1295,analcatdata_dmft,RandomForestClassifier,StratifiedShuffleSplit,10,precision,0.17888,0.02213,0.17740,0.00148
1296,analcatdata_dmft,RandomForestClassifier,CBDSCV,2,recall,0.21721,0.01420,0.22700,-0.00979
1297,analcatdata_dmft,RandomForestClassifier,CBDSCV,5,recall,0.22007,0.01062,0.22700,-0.00693
1298,analcatdata_dmft,RandomForestClassifier,CBDSCV,10,recall,0.22280,0.01226,0.22700,-0.00420
