dataset_name,classifier_name,splitter_method,n_splits,metric_name,expected_estimate,estimate_std
analcatdata_dmft,SVC,StratifiedShuffleSplit,5,f1,0.20932,0.02852
analcatdata_dmft,SVC,StratifiedShuffleSplit,5,precision,0.23336,0.03213
analcatdata_dmft,SVC,StratifiedShuffleSplit,5,recall,0.22978,0.02929
analcatdata_dmft,SVC,StratifiedShuffleSplit,10,accuracy,0.22868,0.01550
analcatdata_dmft,SVC,StratifiedShuffleSplit,10,balanced_accuracy,0.23423,0.01568
analcatdata_dmft,SVC,StratifiedShuffleSplit,10,f1,0.21391,0.01623
analcatdata_dmft,SVC,StratifiedShuffleSplit,10,precision,0.23951,0.01914
analcatdata_dmft,SVC,StratifiedShuffleSplit,10,recall,0.23423,0.01568
analcatdata_germangss,DecisionTreeClassifier,CBDSCV,2,accuracy,0.34459,0.02299
analcatdata_germangss,DecisionTreeClassifier,CBDSCV,2,balanced_accuracy,0.34462,0.02313
analcatdata_germangss,DecisionTreeClassifier,CBDSCV,2,f1,0.34275,0.02216
analcatdata_germangss,DecisionTreeClassifier,CBDSCV,2,precision,0.34621,0.02133
analcatdata_germangss,DecisionTreeClassifier,CBDSCV,2,recall,0.34462,0.02313
analcatdata_germangss,DecisionTreeClassifier,CBDSCV,5,accuracy,0.33458,0.01531
analcatdata_germangss,DecisionTreeClassifier,CBDSCV,5,balanced_accuracy,0.33453,0.01790
analcatdata_germangss,DecisionTreeClassifier,CBDSCV,5,f1,0.32796,0.01620
analcatdata_germangss,DecisionTreeClassifier,CBDSCV,5,precision,0.33263,0.01745
analcatdata_germangss,DecisionTreeClassifier,CBDSCV,5,recall,0.33453,0.01790
analcatdata_germangss,DecisionTreeClassifier,CBDSCV,10,accuracy,0.32583,0.01933
analcatdata_germangss,DecisionTreeClassifier,CBDSCV,10,balanced_accuracy,0.32446,0.02170
analcatdata_germangss,DecisionTreeClassifier,CBDSCV,10,f1,0.31331,0.02087
analcatdata_germangss,DecisionTreeClassifier,CBDSCV,10,precision,0.32302,0.02379
analcatdata_germangss,DecisionTreeClassifier,CBDSCV,10,recall,0.32446,0.02170
analcatdata_germangss,DecisionTreeClassifier,CBDSCV_Mini,2,accuracy,0.34556,0.02046
analcatdata_germangss,DecisionTreeClassifier,CBDSCV_Mini,2,balanced_accuracy,0.34737,0.02049
analcatdata_germangss,DecisionTreeClassifier,CBDSCV_Mini,2,f1,0.34411,0.02060
analcatdata_germangss,DecisionTreeClassifier,CBDSCV_Mini,2,precision,0.34719,0.02139
analcatdata_germangss,DecisionTreeClassifier,CBDSCV_Mini,2,recall,0.34737,0.02049
analcatdata_germangss,DecisionTreeClassifier,CBDSCV_Mini,5,accuracy,0.32195,0.02952
analcatdata_germangss,DecisionTreeClassifier,CBDSCV_Mini,5,balanced_accuracy,0.32078,0.02972
analcatdata_germangss,DecisionTreeClassifier,CBDSCV_Mini,5,f1,0.31441,0.02887
analcatdata_germangss,DecisionTreeClassifier,CBDSCV_Mini,5,precision,0.31983,0.03114
analcatdata_germangss,DecisionTreeClassifier,CBDSCV_Mini,5,recall,0.32078,0.02972
analcatdata_germangss,DecisionTreeClassifier,CBDSCV_Mini,10,accuracy,0.33320,0.02551
analcatdata_germangss,DecisionTreeClassifier,CBDSCV_Mini,10,balanced_accuracy,0.33038,0.02345
analcatdata_germangss,DecisionTreeClassifier,CBDSCV_Mini,10,f1,0.31990,0.02489
analcatdata_germangss,DecisionTreeClassifier,CBDSCV_Mini,10,precision,0.33015,0.02721
analcatdata_germangss,DecisionTreeClassifier,CBDSCV_Mini,10,recall,0.33038,0.02345
analcatdata_germangss,DecisionTreeClassifier,DBSCV,2,accuracy,0.34125,0.02321
analcatdata_germangss,DecisionTreeClassifier,DBSCV,2,balanced_accuracy,0.34420,0.02372
analcatdata_germangss,DecisionTreeClassifier,DBSCV,2,f1,0.34006,0.02389
analcatdata_germangss,DecisionTreeClassifier,DBSCV,2,precision,0.34685,0.02617
analcatdata_germangss,DecisionTreeClassifier,DBSCV,2,recall,0.34420,0.02372
analcatdata_germangss,DecisionTreeClassifier,DBSCV,5,accuracy,0.32306,0.02523
analcatdata_germangss,DecisionTreeClassifier,DBSCV,5,balanced_accuracy,0.32364,0.02706
analcatdata_germangss,DecisionTreeClassifier,DBSCV,5,f1,0.31815,0.02660
analcatdata_germangss,DecisionTreeClassifier,DBSCV,5,precision,0.32363,0.02688
analcatdata_germangss,DecisionTreeClassifier,DBSCV,5,recall,0.32364,0.02706
analcatdata_germangss,DecisionTreeClassifier,DBSCV,10,accuracy,0.32528,0.02408
analcatdata_germangss,DecisionTreeClassifier,DBSCV,10,balanced_accuracy,0.32372,0.02715
analcatdata_germangss,DecisionTreeClassifier,DBSCV,10,f1,0.31254,0.02502
analcatdata_germangss,DecisionTreeClassifier,DBSCV,10,precision,0.32287,0.02613
analcatdata_germangss,DecisionTreeClassifier,DBSCV,10,recall,0.32372,0.02715
analcatdata_germangss,DecisionTreeClassifier,DOBSCV,2,accuracy,0.33333,0.02606
analcatdata_germangss,DecisionTreeClassifier,DOBSCV,2,balanced_accuracy,0.33468,0.02621
analcatdata_germangss,DecisionTreeClassifier,DOBSCV,2,f1,0.33224,0.02533
analcatdata_germangss,DecisionTreeClassifier,DOBSCV,2,precision,0.33625,0.02594
analcatdata_germangss,DecisionTreeClassifier,DOBSCV,2,recall,0.33468,0.02621
analcatdata_germangss,DecisionTreeClassifier,DOBSCV,5,accuracy,0.32430,0.02624
analcatdata_germangss,DecisionTreeClassifier,DOBSCV,5,balanced_accuracy,0.32466,0.02484
analcatdata_germangss,DecisionTreeClassifier,DOBSCV,5,f1,0.31882,0.02388
analcatdata_germangss,DecisionTreeClassifier,DOBSCV,5,precision,0.32276,0.02305
analcatdata_germangss,DecisionTreeClassifier,DOBSCV,5,recall,0.32466,0.02484
analcatdata_germangss,DecisionTreeClassifier,DOBSCV,10,accuracy,0.32972,0.02452
analcatdata_germangss,DecisionTreeClassifier,DOBSCV,10,balanced_accuracy,0.32817,0.02474
analcatdata_germangss,DecisionTreeClassifier,DOBSCV,10,f1,0.31705,0.02398
analcatdata_germangss,DecisionTreeClassifier,DOBSCV,10,precision,0.32675,0.02501
analcatdata_germangss,DecisionTreeClassifier,DOBSCV,10,recall,0.32817,0.02474
analcatdata_germangss,DecisionTreeClassifier,KFold,2,accuracy,0.34305,0.02752
analcatdata_germangss,DecisionTreeClassifier,KFold,2,balanced_accuracy,0.34465,0.02829
analcatdata_germangss,DecisionTreeClassifier,KFold,2,f1,0.34224,0.02798
analcatdata_germangss,DecisionTreeClassifier,KFold,2,precision,0.34753,0.02810
analcatdata_germangss,DecisionTreeClassifier,KFold,2,recall,0.34465,0.02829
analcatdata_germangss,DecisionTreeClassifier,KFold,5,accuracy,0.31806,0.02070
analcatdata_germangss,DecisionTreeClassifier,KFold,5,balanced_accuracy,0.31703,0.02085
analcatdata_germangss,DecisionTreeClassifier,KFold,5,f1,0.31253,0.02003
analcatdata_germangss,DecisionTreeClassifier,KFold,5,precision,0.31784,0.02017
analcatdata_germangss,DecisionTreeClassifier,KFold,5,recall,0.31703,0.02085
analcatdata_germangss,DecisionTreeClassifier,KFold,10,accuracy,0.33320,0.02162
analcatdata_germangss,DecisionTreeClassifier,KFold,10,balanced_accuracy,0.33068,0.01909
analcatdata_germangss,DecisionTreeClassifier,KFold,10,f1,0.32048,0.01925
analcatdata_germangss,DecisionTreeClassifier,KFold,10,precision,0.33044,0.02024
analcatdata_germangss,DecisionTreeClassifier,KFold,10,recall,0.33068,0.01909
analcatdata_germangss,DecisionTreeClassifier,ShuffleSplit,2,accuracy,0.35417,0.05398
analcatdata_germangss,DecisionTreeClassifier,ShuffleSplit,2,balanced_accuracy,0.35850,0.06176
analcatdata_germangss,DecisionTreeClassifier,ShuffleSplit,2,f1,0.34115,0.05613
analcatdata_germangss,DecisionTreeClassifier,ShuffleSplit,2,precision,0.34643,0.05913
analcatdata_germangss,DecisionTreeClassifier,ShuffleSplit,2,recall,0.35850,0.06176
analcatdata_germangss,DecisionTreeClassifier,ShuffleSplit,5,accuracy,0.33167,0.04035
analcatdata_germangss,DecisionTreeClassifier,ShuffleSplit,5,balanced_accuracy,0.32947,0.04367
analcatdata_germangss,DecisionTreeClassifier,ShuffleSplit,5,f1,0.31606,0.04259
analcatdata_germangss,DecisionTreeClassifier,ShuffleSplit,5,precision,0.32435,0.04593
analcatdata_germangss,DecisionTreeClassifier,ShuffleSplit,5,recall,0.32947,0.04367
analcatdata_germangss,DecisionTreeClassifier,ShuffleSplit,10,accuracy,0.33223,0.03099
analcatdata_germangss,DecisionTreeClassifier,ShuffleSplit,10,balanced_accuracy,0.33233,0.03171
analcatdata_germangss,DecisionTreeClassifier,ShuffleSplit,10,f1,0.31811,0.03096
analcatdata_germangss,DecisionTreeClassifier,ShuffleSplit,10,precision,0.32757,0.03423
analcatdata_germangss,DecisionTreeClassifier,ShuffleSplit,10,recall,0.33233,0.03171
analcatdata_germangss,DecisionTreeClassifier,StratifiedKFold,2,accuracy,0.33916,0.02572
analcatdata_germangss,DecisionTreeClassifier,StratifiedKFold,2,balanced_accuracy,0.33916,0.02572
analcatdata_germangss,DecisionTreeClassifier,StratifiedKFold,2,f1,0.33733,0.02550
analcatdata_germangss,DecisionTreeClassifier,StratifiedKFold,2,precision,0.33934,0.02681
analcatdata_germangss,DecisionTreeClassifier,StratifiedKFold,2,recall,0.33916,0.02572
analcatdata_germangss,DecisionTreeClassifier,StratifiedKFold,5,accuracy,0.33139,0.01918
analcatdata_germangss,DecisionTreeClassifier,StratifiedKFold,5,balanced_accuracy,0.33139,0.01918
analcatdata_germangss,DecisionTreeClassifier,StratifiedKFold,5,f1,0.32544,0.01905
analcatdata_germangss,DecisionTreeClassifier,StratifiedKFold,5,precision,0.32825,0.01968
analcatdata_germangss,DecisionTreeClassifier,StratifiedKFold,5,recall,0.33139,0.01918
analcatdata_germangss,DecisionTreeClassifier,StratifiedKFold,10,accuracy,0.33292,0.01694
analcatdata_germangss,DecisionTreeClassifier,StratifiedKFold,10,balanced_accuracy,0.33292,0.01694
analcatdata_germangss,DecisionTreeClassifier,StratifiedKFold,10,f1,0.32399,0.01566
analcatdata_germangss,DecisionTreeClassifier,StratifiedKFold,10,precision,0.33102,0.01627
analcatdata_germangss,DecisionTreeClassifier,StratifiedKFold,10,recall,0.33292,0.01694
analcatdata_germangss,DecisionTreeClassifier,StratifiedShuffleSplit,2,accuracy,0.32153,0.05722
analcatdata_germangss,DecisionTreeClassifier,StratifiedShuffleSplit,2,balanced_accuracy,0.32153,0.05722
analcatdata_germangss,DecisionTreeClassifier,StratifiedShuffleSplit,2,f1,0.31365,0.05628
analcatdata_germangss,DecisionTreeClassifier,StratifiedShuffleSplit,2,precision,0.32054,0.05769
analcatdata_germangss,DecisionTreeClassifier,StratifiedShuffleSplit,2,recall,0.32153,0.05722
analcatdata_germangss,DecisionTreeClassifier,StratifiedShuffleSplit,5,accuracy,0.32889,0.03797
analcatdata_germangss,DecisionTreeClassifier,StratifiedShuffleSplit,5,balanced_accuracy,0.32889,0.03797
analcatdata_germangss,DecisionTreeClassifier,StratifiedShuffleSplit,5,f1,0.32213,0.03521
analcatdata_germangss,DecisionTreeClassifier,StratifiedShuffleSplit,5,precision,0.33028,0.03489
analcatdata_germangss,DecisionTreeClassifier,StratifiedShuffleSplit,5,recall,0.32889,0.03797
analcatdata_germangss,DecisionTreeClassifier,StratifiedShuffleSplit,10,accuracy,0.32542,0.03057
analcatdata_germangss,DecisionTreeClassifier,StratifiedShuffleSplit,10,balanced_accuracy,0.32542,0.03057
analcatdata_germangss,DecisionTreeClassifier,StratifiedShuffleSplit,10,f1,0.31752,0.03147
analcatdata_germangss,DecisionTreeClassifier,StratifiedShuffleSplit,10,precision,0.32450,0.03299
analcatdata_germangss,DecisionTreeClassifier,StratifiedShuffleSplit,10,recall,0.32542,0.03057
analcatdata_germangss,LogisticRegression,CBDSCV,2,accuracy,0.33944,0.02322
analcatdata_germangss,LogisticRegression,CBDSCV,2,balanced_accuracy,0.34025,0.02338
analcatdata_germangss,LogisticRegression,CBDSCV,2,f1,0.33913,0.02439
analcatdata_germangss,LogisticRegression,CBDSCV,2,precision,0.36711,0.03051
analcatdata_germangss,LogisticRegression,CBDSCV,2,recall,0.34025,0.02338
analcatdata_germangss,LogisticRegression,CBDSCV,5,accuracy,0.33889,0.01952
analcatdata_germangss,LogisticRegression,CBDSCV,5,balanced_accuracy,0.33801,0.01940
analcatdata_germangss,LogisticRegression,CBDSCV,5,f1,0.33555,0.01766
analcatdata_germangss,LogisticRegression,CBDSCV,5,precision,0.36880,0.01821
analcatdata_germangss,LogisticRegression,CBDSCV,5,recall,0.33801,0.01940
analcatdata_germangss,LogisticRegression,CBDSCV,10,accuracy,0.33931,0.02634
analcatdata_germangss,LogisticRegression,CBDSCV,10,balanced_accuracy,0.33710,0.02936
analcatdata_germangss,LogisticRegression,CBDSCV,10,f1,0.32959,0.02608
analcatdata_germangss,LogisticRegression,CBDSCV,10,precision,0.37358,0.03300
analcatdata_germangss,LogisticRegression,CBDSCV,10,recall,0.33710,0.02936
analcatdata_germangss,LogisticRegression,CBDSCV_Mini,2,accuracy,0.32152,0.01212
analcatdata_germangss,LogisticRegression,CBDSCV_Mini,2,balanced_accuracy,0.32103,0.01165
analcatdata_germangss,LogisticRegression,CBDSCV_Mini,2,f1,0.31944,0.01256
analcatdata_germangss,LogisticRegression,CBDSCV_Mini,2,precision,0.33686,0.01916
analcatdata_germangss,LogisticRegression,CBDSCV_Mini,2,recall,0.32103,0.01165
analcatdata_germangss,LogisticRegression,CBDSCV_Mini,5,accuracy,0.34236,0.02115
analcatdata_germangss,LogisticRegression,CBDSCV_Mini,5,balanced_accuracy,0.34212,0.02038
analcatdata_germangss,LogisticRegression,CBDSCV_Mini,5,f1,0.33693,0.01797
analcatdata_germangss,LogisticRegression,CBDSCV_Mini,5,precision,0.37288,0.02868
analcatdata_germangss,LogisticRegression,CBDSCV_Mini,5,recall,0.34212,0.02038
analcatdata_germangss,LogisticRegression,CBDSCV_Mini,10,accuracy,0.33139,0.02049
analcatdata_germangss,LogisticRegression,CBDSCV_Mini,10,balanced_accuracy,0.33156,0.02153
analcatdata_germangss,LogisticRegression,CBDSCV_Mini,10,f1,0.32112,0.01931
analcatdata_germangss,LogisticRegression,CBDSCV_Mini,10,precision,0.36462,0.02651
analcatdata_germangss,LogisticRegression,CBDSCV_Mini,10,recall,0.33156,0.02153
analcatdata_germangss,LogisticRegression,DBSCV,2,accuracy,0.33695,0.02253
analcatdata_germangss,LogisticRegression,DBSCV,2,balanced_accuracy,0.33674,0.02392
analcatdata_germangss,LogisticRegression,DBSCV,2,f1,0.33362,0.02110
analcatdata_germangss,LogisticRegression,DBSCV,2,precision,0.35726,0.02841
analcatdata_germangss,LogisticRegression,DBSCV,2,recall,0.33674,0.02392
analcatdata_germangss,LogisticRegression,DBSCV,5,accuracy,0.33486,0.02479
analcatdata_germangss,LogisticRegression,DBSCV,5,balanced_accuracy,0.33576,0.02682
analcatdata_germangss,LogisticRegression,DBSCV,5,f1,0.33045,0.02332
analcatdata_germangss,LogisticRegression,DBSCV,5,precision,0.36381,0.02570
analcatdata_germangss,LogisticRegression,DBSCV,5,recall,0.33576,0.02682
analcatdata_germangss,LogisticRegression,DBSCV,10,accuracy,0.33167,0.02190
analcatdata_germangss,LogisticRegression,DBSCV,10,balanced_accuracy,0.33059,0.02734
analcatdata_germangss,LogisticRegression,DBSCV,10,f1,0.32150,0.02184
analcatdata_germangss,LogisticRegression,DBSCV,10,precision,0.36061,0.03059
analcatdata_germangss,LogisticRegression,DBSCV,10,recall,0.33059,0.02734
analcatdata_germangss,LogisticRegression,DOBSCV,2,accuracy,0.33486,0.02483
analcatdata_germangss,LogisticRegression,DOBSCV,2,balanced_accuracy,0.33493,0.02523
analcatdata_germangss,LogisticRegression,DOBSCV,2,f1,0.33390,0.02554
analcatdata_germangss,LogisticRegression,DOBSCV,2,precision,0.35617,0.03213
analcatdata_germangss,LogisticRegression,DOBSCV,2,recall,0.33493,0.02523
analcatdata_germangss,LogisticRegression,DOBSCV,5,accuracy,0.33583,0.02348
analcatdata_germangss,LogisticRegression,DOBSCV,5,balanced_accuracy,0.33654,0.02353
analcatdata_germangss,LogisticRegression,DOBSCV,5,f1,0.33190,0.02120
analcatdata_germangss,LogisticRegression,DOBSCV,5,precision,0.36379,0.02327
analcatdata_germangss,LogisticRegression,DOBSCV,5,recall,0.33654,0.02353
analcatdata_germangss,LogisticRegression,DOBSCV,10,accuracy,0.32820,0.02367
analcatdata_germangss,LogisticRegression,DOBSCV,10,balanced_accuracy,0.32822,0.02580
analcatdata_germangss,LogisticRegression,DOBSCV,10,f1,0.32002,0.02314
analcatdata_germangss,LogisticRegression,DOBSCV,10,precision,0.36416,0.03013
analcatdata_germangss,LogisticRegression,DOBSCV,10,recall,0.32822,0.02580
analcatdata_germangss,LogisticRegression,KFold,2,accuracy,0.33986,0.02419
analcatdata_germangss,LogisticRegression,KFold,2,balanced_accuracy,0.33972,0.02508
analcatdata_germangss,LogisticRegression,KFold,2,f1,0.33907,0.02432
analcatdata_germangss,LogisticRegression,KFold,2,precision,0.36354,0.03067
analcatdata_germangss,LogisticRegression,KFold,2,recall,0.33972,0.02508
analcatdata_germangss,LogisticRegression,KFold,5,accuracy,0.33736,0.02636
analcatdata_germangss,LogisticRegression,KFold,5,balanced_accuracy,0.33737,0.02824
analcatdata_germangss,LogisticRegression,KFold,5,f1,0.33377,0.02727
analcatdata_germangss,LogisticRegression,KFold,5,precision,0.36433,0.03306
analcatdata_germangss,LogisticRegression,KFold,5,recall,0.33737,0.02824
analcatdata_germangss,LogisticRegression,KFold,10,accuracy,0.32958,0.02490
analcatdata_germangss,LogisticRegression,KFold,10,balanced_accuracy,0.32871,0.02706
analcatdata_germangss,LogisticRegression,KFold,10,f1,0.32208,0.02203
analcatdata_germangss,LogisticRegression,KFold,10,precision,0.36292,0.02222
analcatdata_germangss,LogisticRegression,KFold,10,recall,0.32871,0.02706
analcatdata_germangss,LogisticRegression,ShuffleSplit,2,accuracy,0.32570,0.04863
analcatdata_germangss,LogisticRegression,ShuffleSplit,2,balanced_accuracy,0.33133,0.05201
analcatdata_germangss,LogisticRegression,ShuffleSplit,2,f1,0.32167,0.04671
analcatdata_germangss,LogisticRegression,ShuffleSplit,2,precision,0.35473,0.06076
analcatdata_germangss,LogisticRegression,ShuffleSplit,2,recall,0.33133,0.05201
analcatdata_germangss,LogisticRegression,ShuffleSplit,5,accuracy,0.32140,0.03102
analcatdata_germangss,LogisticRegression,ShuffleSplit,5,balanced_accuracy,0.32702,0.03014
analcatdata_germangss,LogisticRegression,ShuffleSplit,5,f1,0.31449,0.02634
analcatdata_germangss,LogisticRegression,ShuffleSplit,5,precision,0.35939,0.04254
analcatdata_germangss,LogisticRegression,ShuffleSplit,5,recall,0.32702,0.03014
analcatdata_germangss,LogisticRegression,ShuffleSplit,10,accuracy,0.32861,0.01918
analcatdata_germangss,LogisticRegression,ShuffleSplit,10,balanced_accuracy,0.32898,0.02061
analcatdata_germangss,LogisticRegression,ShuffleSplit,10,f1,0.31756,0.01959
analcatdata_germangss,LogisticRegression,ShuffleSplit,10,precision,0.36135,0.03347
analcatdata_germangss,LogisticRegression,ShuffleSplit,10,recall,0.32898,0.02061
analcatdata_germangss,LogisticRegression,StratifiedKFold,2,accuracy,0.33847,0.02093
analcatdata_germangss,LogisticRegression,StratifiedKFold,2,balanced_accuracy,0.33847,0.02093
analcatdata_germangss,LogisticRegression,StratifiedKFold,2,f1,0.33497,0.02096
analcatdata_germangss,LogisticRegression,StratifiedKFold,2,precision,0.35504,0.02582
analcatdata_germangss,LogisticRegression,StratifiedKFold,2,recall,0.33847,0.02093
analcatdata_germangss,LogisticRegression,StratifiedKFold,5,accuracy,0.33541,0.02234
analcatdata_germangss,LogisticRegression,StratifiedKFold,5,balanced_accuracy,0.33541,0.02234
analcatdata_germangss,LogisticRegression,StratifiedKFold,5,f1,0.33286,0.02066
analcatdata_germangss,LogisticRegression,StratifiedKFold,5,precision,0.36392,0.02175
analcatdata_germangss,LogisticRegression,StratifiedKFold,5,recall,0.33541,0.02234
analcatdata_germangss,LogisticRegression,StratifiedKFold,10,accuracy,0.32848,0.01822
analcatdata_germangss,LogisticRegression,StratifiedKFold,10,balanced_accuracy,0.32848,0.01822
analcatdata_germangss,LogisticRegression,StratifiedKFold,10,f1,0.32548,0.01607
analcatdata_germangss,LogisticRegression,StratifiedKFold,10,precision,0.36209,0.02003
analcatdata_germangss,LogisticRegression,StratifiedKFold,10,recall,0.32848,0.01822
analcatdata_germangss,LogisticRegression,StratifiedShuffleSplit,2,accuracy,0.33472,0.04809
analcatdata_germangss,LogisticRegression,StratifiedShuffleSplit,2,balanced_accuracy,0.33472,0.04809
analcatdata_germangss,LogisticRegression,StratifiedShuffleSplit,2,f1,0.33211,0.05099
analcatdata_germangss,LogisticRegression,StratifiedShuffleSplit,2,precision,0.36761,0.06606
analcatdata_germangss,LogisticRegression,StratifiedShuffleSplit,2,recall,0.33472,0.04809
analcatdata_germangss,LogisticRegression,StratifiedShuffleSplit,5,accuracy,0.32389,0.03811
analcatdata_germangss,LogisticRegression,StratifiedShuffleSplit,5,balanced_accuracy,0.32389,0.03811
analcatdata_germangss,LogisticRegression,StratifiedShuffleSplit,5,f1,0.32204,0.03769
analcatdata_germangss,LogisticRegression,StratifiedShuffleSplit,5,precision,0.36326,0.04798
analcatdata_germangss,LogisticRegression,StratifiedShuffleSplit,5,recall,0.32389,0.03811
analcatdata_germangss,LogisticRegression,StratifiedShuffleSplit,10,accuracy,0.32444,0.02441
analcatdata_germangss,LogisticRegression,StratifiedShuffleSplit,10,balanced_accuracy,0.32444,0.02441
analcatdata_germangss,LogisticRegression,StratifiedShuffleSplit,10,f1,0.32084,0.02205
analcatdata_germangss,LogisticRegression,StratifiedShuffleSplit,10,precision,0.36099,0.02599
analcatdata_germangss,LogisticRegression,StratifiedShuffleSplit,10,recall,0.32444,0.02441
analcatdata_germangss,RandomForestClassifier,CBDSCV,2,accuracy,0.31181,0.01202
analcatdata_germangss,RandomForestClassifier,CBDSCV,2,balanced_accuracy,0.31504,0.01221
analcatdata_germangss,RandomForestClassifier,CBDSCV,2,f1,0.31051,0.01259
analcatdata_germangss,RandomForestClassifier,CBDSCV,2,precision,0.31612,0.01485
analcatdata_germangss,RandomForestClassifier,CBDSCV,2,recall,0.31504,0.01221
analcatdata_germangss,RandomForestClassifier,CBDSCV,5,accuracy,0.25736,0.01661
analcatdata_germangss,RandomForestClassifier,CBDSCV,5,balanced_accuracy,0.26132,0.01609
analcatdata_germangss,RandomForestClassifier,CBDSCV,5,f1,0.25463,0.01629
analcatdata_germangss,RandomForestClassifier,CBDSCV,5,precision,0.26203,0.01749
analcatdata_germangss,RandomForestClassifier,CBDSCV,5,recall,0.26132,0.01609
analcatdata_germangss,RandomForestClassifier,CBDSCV,10,accuracy,0.25042,0.01741
analcatdata_germangss,RandomForestClassifier,CBDSCV,10,balanced_accuracy,0.25265,0.02037
analcatdata_germangss,RandomForestClassifier,CBDSCV,10,f1,0.24215,0.01734
analcatdata_germangss,RandomForestClassifier,CBDSCV,10,precision,0.25234,0.01952
analcatdata_germangss,RandomForestClassifier,CBDSCV,10,recall,0.25265,0.02037
analcatdata_germangss,RandomForestClassifier,CBDSCV_Mini,2,accuracy,0.30416,0.01709
analcatdata_germangss,RandomForestClassifier,CBDSCV_Mini,2,balanced_accuracy,0.30738,0.01835
analcatdata_germangss,RandomForestClassifier,CBDSCV_Mini,2,f1,0.30363,0.01606
analcatdata_germangss,RandomForestClassifier,CBDSCV_Mini,2,precision,0.30990,0.01638
analcatdata_germangss,RandomForestClassifier,CBDSCV_Mini,2,recall,0.30738,0.01835
analcatdata_germangss,RandomForestClassifier,CBDSCV_Mini,5,accuracy,0.26305,0.02032
analcatdata_germangss,RandomForestClassifier,CBDSCV_Mini,5,balanced_accuracy,0.26513,0.02150
analcatdata_germangss,RandomForestClassifier,CBDSCV_Mini,5,f1,0.25929,0.02007
analcatdata_germangss,RandomForestClassifier,CBDSCV_Mini,5,precision,0.26784,0.02259
analcatdata_germangss,RandomForestClassifier,CBDSCV_Mini,5,recall,0.26513,0.02150
analcatdata_germangss,RandomForestClassifier,CBDSCV_Mini,10,accuracy,0.25472,0.01635
analcatdata_germangss,RandomForestClassifier,CBDSCV_Mini,10,balanced_accuracy,0.25752,0.01589
analcatdata_germangss,RandomForestClassifier,CBDSCV_Mini,10,f1,0.24589,0.01520
analcatdata_germangss,RandomForestClassifier,CBDSCV_Mini,10,precision,0.25904,0.01809
analcatdata_germangss,RandomForestClassifier,CBDSCV_Mini,10,recall,0.25752,0.01589
analcatdata_germangss,RandomForestClassifier,DBSCV,2,accuracy,0.30876,0.02032
analcatdata_germangss,RandomForestClassifier,DBSCV,2,balanced_accuracy,0.31418,0.02120
analcatdata_germangss,RandomForestClassifier,DBSCV,2,f1,0.30711,0.01957
analcatdata_germangss,RandomForestClassifier,DBSCV,2,precision,0.31557,0.02179
analcatdata_germangss,RandomForestClassifier,DBSCV,2,recall,0.31418,0.02120
analcatdata_germangss,RandomForestClassifier,DBSCV,5,accuracy,0.25833,0.01765
analcatdata_germangss,RandomForestClassifier,DBSCV,5,balanced_accuracy,0.26199,0.01926
analcatdata_germangss,RandomForestClassifier,DBSCV,5,f1,0.25464,0.01795
analcatdata_germangss,RandomForestClassifier,DBSCV,5,precision,0.26043,0.01861
analcatdata_germangss,RandomForestClassifier,DBSCV,5,recall,0.26199,0.01926
analcatdata_germangss,RandomForestClassifier,DBSCV,10,accuracy,0.25042,0.01605
analcatdata_germangss,RandomForestClassifier,DBSCV,10,balanced_accuracy,0.25366,0.01818
analcatdata_germangss,RandomForestClassifier,DBSCV,10,f1,0.24258,0.01628
analcatdata_germangss,RandomForestClassifier,DBSCV,10,precision,0.25523,0.01890
analcatdata_germangss,RandomForestClassifier,DBSCV,10,recall,0.25366,0.01818
analcatdata_germangss,RandomForestClassifier,DOBSCV,2,accuracy,0.30097,0.03130
analcatdata_germangss,RandomForestClassifier,DOBSCV,2,balanced_accuracy,0.30583,0.03381
analcatdata_germangss,RandomForestClassifier,DOBSCV,2,f1,0.30014,0.03112
analcatdata_germangss,RandomForestClassifier,DOBSCV,2,precision,0.30794,0.03383
analcatdata_germangss,RandomForestClassifier,DOBSCV,2,recall,0.30583,0.03381
analcatdata_germangss,RandomForestClassifier,DOBSCV,5,accuracy,0.26486,0.02190
analcatdata_germangss,RandomForestClassifier,DOBSCV,5,balanced_accuracy,0.26828,0.02342
analcatdata_germangss,RandomForestClassifier,DOBSCV,5,f1,0.26181,0.02149
analcatdata_germangss,RandomForestClassifier,DOBSCV,5,precision,0.26766,0.02147
analcatdata_germangss,RandomForestClassifier,DOBSCV,5,recall,0.26828,0.02342
analcatdata_germangss,RandomForestClassifier,DOBSCV,10,accuracy,0.25305,0.01268
analcatdata_germangss,RandomForestClassifier,DOBSCV,10,balanced_accuracy,0.25617,0.01127
analcatdata_germangss,RandomForestClassifier,DOBSCV,10,f1,0.24518,0.01154
analcatdata_germangss,RandomForestClassifier,DOBSCV,10,precision,0.25797,0.01284
analcatdata_germangss,RandomForestClassifier,DOBSCV,10,recall,0.25617,0.01127
analcatdata_germangss,RandomForestClassifier,KFold,2,accuracy,0.31181,0.01747
analcatdata_germangss,RandomForestClassifier,KFold,2,balanced_accuracy,0.31590,0.01755
analcatdata_germangss,RandomForestClassifier,KFold,2,f1,0.31032,0.01772
analcatdata_germangss,RandomForestClassifier,KFold,2,precision,0.31648,0.01779
