dataset_name,classifier_name,splitter_method,n_splits,metric_name,expected_estimate,estimate_std
colic,RandomForestClassifier,CBDSCV_Mini,5,precision,0.82768,0.00971
colic,RandomForestClassifier,CBDSCV_Mini,5,recall,0.83838,0.00885
colic,RandomForestClassifier,CBDSCV_Mini,10,accuracy,0.84205,0.00765
colic,RandomForestClassifier,CBDSCV_Mini,10,balanced_accuracy,0.83977,0.00807
colic,RandomForestClassifier,CBDSCV_Mini,10,f1,0.82966,0.00836
colic,RandomForestClassifier,CBDSCV_Mini,10,precision,0.83034,0.00858
colic,RandomForestClassifier,CBDSCV_Mini,10,recall,0.83977,0.00807
colic,RandomForestClassifier,DBSCV,2,accuracy,0.82943,0.01328
colic,RandomForestClassifier,DBSCV,2,balanced_accuracy,0.82366,0.01469
colic,RandomForestClassifier,DBSCV,2,f1,0.81852,0.01382
colic,RandomForestClassifier,DBSCV,2,precision,0.81651,0.01408
colic,RandomForestClassifier,DBSCV,2,recall,0.82366,0.01469
colic,RandomForestClassifier,DBSCV,5,accuracy,0.83794,0.00975
colic,RandomForestClassifier,DBSCV,5,balanced_accuracy,0.83476,0.01072
colic,RandomForestClassifier,DBSCV,5,f1,0.82707,0.01076
colic,RandomForestClassifier,DBSCV,5,precision,0.82605,0.01064
colic,RandomForestClassifier,DBSCV,5,recall,0.83476,0.01072
colic,RandomForestClassifier,DBSCV,10,accuracy,0.84006,0.00932
colic,RandomForestClassifier,DBSCV,10,balanced_accuracy,0.83775,0.01020
colic,RandomForestClassifier,DBSCV,10,f1,0.82681,0.01101
colic,RandomForestClassifier,DBSCV,10,precision,0.82787,0.01209
colic,RandomForestClassifier,DBSCV,10,recall,0.83775,0.01020
colic,RandomForestClassifier,DOBSCV,2,accuracy,0.82886,0.01240
colic,RandomForestClassifier,DOBSCV,2,balanced_accuracy,0.82409,0.01367
colic,RandomForestClassifier,DOBSCV,2,f1,0.81835,0.01335
colic,RandomForestClassifier,DOBSCV,2,precision,0.81614,0.01264
colic,RandomForestClassifier,DOBSCV,2,recall,0.82409,0.01367
colic,RandomForestClassifier,DOBSCV,5,accuracy,0.83583,0.01082
colic,RandomForestClassifier,DOBSCV,5,balanced_accuracy,0.83409,0.01212
colic,RandomForestClassifier,DOBSCV,5,f1,0.82542,0.01190
colic,RandomForestClassifier,DOBSCV,5,precision,0.82388,0.01079
colic,RandomForestClassifier,DOBSCV,5,recall,0.83409,0.01212
colic,RandomForestClassifier,DOBSCV,10,accuracy,0.84066,0.01033
colic,RandomForestClassifier,DOBSCV,10,balanced_accuracy,0.83727,0.01024
colic,RandomForestClassifier,DOBSCV,10,f1,0.82752,0.01022
colic,RandomForestClassifier,DOBSCV,10,precision,0.82811,0.00950
colic,RandomForestClassifier,DOBSCV,10,recall,0.83727,0.01024
colic,RandomForestClassifier,KFold,2,accuracy,0.83415,0.01453
colic,RandomForestClassifier,KFold,2,balanced_accuracy,0.82897,0.01432
colic,RandomForestClassifier,KFold,2,f1,0.82351,0.01529
colic,RandomForestClassifier,KFold,2,precision,0.82188,0.01489
colic,RandomForestClassifier,KFold,2,recall,0.82897,0.01432
colic,RandomForestClassifier,KFold,5,accuracy,0.83986,0.00817
colic,RandomForestClassifier,KFold,5,balanced_accuracy,0.83707,0.00847
colic,RandomForestClassifier,KFold,5,f1,0.82886,0.00866
colic,RandomForestClassifier,KFold,5,precision,0.82708,0.00934
colic,RandomForestClassifier,KFold,5,recall,0.83707,0.00847
colic,RandomForestClassifier,KFold,10,accuracy,0.83870,0.00768
colic,RandomForestClassifier,KFold,10,balanced_accuracy,0.83475,0.00743
colic,RandomForestClassifier,KFold,10,f1,0.82485,0.00762
colic,RandomForestClassifier,KFold,10,precision,0.82557,0.00907
colic,RandomForestClassifier,KFold,10,recall,0.83475,0.00743
colic,RandomForestClassifier,ShuffleSplit,2,accuracy,0.83749,0.03650
colic,RandomForestClassifier,ShuffleSplit,2,balanced_accuracy,0.84019,0.03898
colic,RandomForestClassifier,ShuffleSplit,2,f1,0.82371,0.03873
colic,RandomForestClassifier,ShuffleSplit,2,precision,0.82063,0.03935
colic,RandomForestClassifier,ShuffleSplit,2,recall,0.84019,0.03898
colic,RandomForestClassifier,ShuffleSplit,5,accuracy,0.83646,0.02880
colic,RandomForestClassifier,ShuffleSplit,5,balanced_accuracy,0.83894,0.03015
colic,RandomForestClassifier,ShuffleSplit,5,f1,0.82364,0.03253
colic,RandomForestClassifier,ShuffleSplit,5,precision,0.82182,0.03227
colic,RandomForestClassifier,ShuffleSplit,5,recall,0.83894,0.03015
colic,RandomForestClassifier,ShuffleSplit,10,accuracy,0.83882,0.02004
colic,RandomForestClassifier,ShuffleSplit,10,balanced_accuracy,0.83959,0.02031
colic,RandomForestClassifier,ShuffleSplit,10,f1,0.82699,0.02231
colic,RandomForestClassifier,ShuffleSplit,10,precision,0.82645,0.02166
colic,RandomForestClassifier,ShuffleSplit,10,recall,0.83959,0.02031
colic,RandomForestClassifier,StratifiedKFold,2,accuracy,0.83291,0.01178
colic,RandomForestClassifier,StratifiedKFold,2,balanced_accuracy,0.82870,0.01311
colic,RandomForestClassifier,StratifiedKFold,2,f1,0.82300,0.01256
colic,RandomForestClassifier,StratifiedKFold,2,precision,0.82090,0.01197
colic,RandomForestClassifier,StratifiedKFold,2,recall,0.82870,0.01311
colic,RandomForestClassifier,StratifiedKFold,5,accuracy,0.83674,0.00664
colic,RandomForestClassifier,StratifiedKFold,5,balanced_accuracy,0.83377,0.00712
colic,RandomForestClassifier,StratifiedKFold,5,f1,0.82699,0.00689
colic,RandomForestClassifier,StratifiedKFold,5,precision,0.82702,0.00772
colic,RandomForestClassifier,StratifiedKFold,5,recall,0.83377,0.00712
colic,RandomForestClassifier,StratifiedKFold,10,accuracy,0.83889,0.00748
colic,RandomForestClassifier,StratifiedKFold,10,balanced_accuracy,0.83638,0.00786
colic,RandomForestClassifier,StratifiedKFold,10,f1,0.82921,0.00818
colic,RandomForestClassifier,StratifiedKFold,10,precision,0.83291,0.00888
colic,RandomForestClassifier,StratifiedKFold,10,recall,0.83638,0.00786
colic,RandomForestClassifier,StratifiedShuffleSplit,2,accuracy,0.85146,0.03472
colic,RandomForestClassifier,StratifiedShuffleSplit,2,balanced_accuracy,0.84936,0.03882
colic,RandomForestClassifier,StratifiedShuffleSplit,2,f1,0.84391,0.03722
colic,RandomForestClassifier,StratifiedShuffleSplit,2,precision,0.84971,0.03837
colic,RandomForestClassifier,StratifiedShuffleSplit,2,recall,0.84936,0.03882
colic,RandomForestClassifier,StratifiedShuffleSplit,5,accuracy,0.84441,0.02815
colic,RandomForestClassifier,StratifiedShuffleSplit,5,balanced_accuracy,0.84372,0.03108
colic,RandomForestClassifier,StratifiedShuffleSplit,5,f1,0.83724,0.02975
colic,RandomForestClassifier,StratifiedShuffleSplit,5,precision,0.84118,0.02929
colic,RandomForestClassifier,StratifiedShuffleSplit,5,recall,0.84372,0.03108
colic,RandomForestClassifier,StratifiedShuffleSplit,10,accuracy,0.84691,0.02353
colic,RandomForestClassifier,StratifiedShuffleSplit,10,balanced_accuracy,0.84508,0.02451
colic,RandomForestClassifier,StratifiedShuffleSplit,10,f1,0.83946,0.02461
colic,RandomForestClassifier,StratifiedShuffleSplit,10,precision,0.84340,0.02327
colic,RandomForestClassifier,StratifiedShuffleSplit,10,recall,0.84508,0.02451
colic,SVC,CBDSCV,2,accuracy,0.79985,0.02134
colic,SVC,CBDSCV,2,balanced_accuracy,0.78443,0.02236
colic,SVC,CBDSCV,2,f1,0.78385,0.02291
colic,SVC,CBDSCV,2,precision,0.78544,0.02339
colic,SVC,CBDSCV,2,recall,0.78443,0.02236
colic,SVC,CBDSCV,5,accuracy,0.81251,0.01256
colic,SVC,CBDSCV,5,balanced_accuracy,0.79782,0.01326
colic,SVC,CBDSCV,5,f1,0.79583,0.01358
colic,SVC,CBDSCV,5,precision,0.80028,0.01356
colic,SVC,CBDSCV,5,recall,0.79782,0.01326
colic,SVC,CBDSCV,10,accuracy,0.81297,0.01174
colic,SVC,CBDSCV,10,balanced_accuracy,0.79763,0.01410
colic,SVC,CBDSCV,10,f1,0.79345,0.01378
colic,SVC,CBDSCV,10,precision,0.80106,0.01392
colic,SVC,CBDSCV,10,recall,0.79763,0.01410
colic,SVC,CBDSCV_Mini,2,accuracy,0.80104,0.01446
colic,SVC,CBDSCV_Mini,2,balanced_accuracy,0.78205,0.01643
colic,SVC,CBDSCV_Mini,2,f1,0.78378,0.01595
colic,SVC,CBDSCV_Mini,2,precision,0.78813,0.01582
colic,SVC,CBDSCV_Mini,2,recall,0.78205,0.01643
colic,SVC,CBDSCV_Mini,5,accuracy,0.81130,0.01263
colic,SVC,CBDSCV_Mini,5,balanced_accuracy,0.79739,0.01399
colic,SVC,CBDSCV_Mini,5,f1,0.79491,0.01414
colic,SVC,CBDSCV_Mini,5,precision,0.79725,0.01433
colic,SVC,CBDSCV_Mini,5,recall,0.79739,0.01399
colic,SVC,CBDSCV_Mini,10,accuracy,0.81185,0.01165
colic,SVC,CBDSCV_Mini,10,balanced_accuracy,0.79606,0.01403
colic,SVC,CBDSCV_Mini,10,f1,0.79220,0.01283
colic,SVC,CBDSCV_Mini,10,precision,0.79780,0.01355
colic,SVC,CBDSCV_Mini,10,recall,0.79606,0.01403
colic,SVC,DBSCV,2,accuracy,0.79079,0.02060
colic,SVC,DBSCV,2,balanced_accuracy,0.77157,0.02117
colic,SVC,DBSCV,2,f1,0.77294,0.02199
colic,SVC,DBSCV,2,precision,0.77705,0.02208
colic,SVC,DBSCV,2,recall,0.77157,0.02117
colic,SVC,DBSCV,5,accuracy,0.80695,0.01479
colic,SVC,DBSCV,5,balanced_accuracy,0.79113,0.01868
colic,SVC,DBSCV,5,f1,0.78951,0.01768
colic,SVC,DBSCV,5,precision,0.79400,0.01590
colic,SVC,DBSCV,5,recall,0.79113,0.01868
colic,SVC,DBSCV,10,accuracy,0.80908,0.01369
colic,SVC,DBSCV,10,balanced_accuracy,0.79304,0.01556
colic,SVC,DBSCV,10,f1,0.78853,0.01525
colic,SVC,DBSCV,10,precision,0.79574,0.01456
colic,SVC,DBSCV,10,recall,0.79304,0.01556
colic,SVC,DOBSCV,2,accuracy,0.79699,0.02502
colic,SVC,DOBSCV,2,balanced_accuracy,0.78133,0.02721
colic,SVC,DOBSCV,2,f1,0.78092,0.02721
colic,SVC,DOBSCV,2,precision,0.78337,0.02726
colic,SVC,DOBSCV,2,recall,0.78133,0.02721
colic,SVC,DOBSCV,5,accuracy,0.81316,0.01236
colic,SVC,DOBSCV,5,balanced_accuracy,0.79810,0.01364
colic,SVC,DOBSCV,5,f1,0.79693,0.01326
colic,SVC,DOBSCV,5,precision,0.80326,0.01452
colic,SVC,DOBSCV,5,recall,0.79810,0.01364
colic,SVC,DOBSCV,10,accuracy,0.81275,0.01348
colic,SVC,DOBSCV,10,balanced_accuracy,0.79848,0.01645
colic,SVC,DOBSCV,10,f1,0.79395,0.01492
colic,SVC,DOBSCV,10,precision,0.80190,0.01623
colic,SVC,DOBSCV,10,recall,0.79848,0.01645
colic,SVC,KFold,2,accuracy,0.79545,0.02565
colic,SVC,KFold,2,balanced_accuracy,0.78024,0.02449
colic,SVC,KFold,2,f1,0.77915,0.02680
colic,SVC,KFold,2,precision,0.78224,0.02672
colic,SVC,KFold,2,recall,0.78024,0.02449
colic,SVC,KFold,5,accuracy,0.80948,0.01739
colic,SVC,KFold,5,balanced_accuracy,0.79426,0.01647
colic,SVC,KFold,5,f1,0.79241,0.01791
colic,SVC,KFold,5,precision,0.79719,0.01826
colic,SVC,KFold,5,recall,0.79426,0.01647
colic,SVC,KFold,10,accuracy,0.80831,0.01333
colic,SVC,KFold,10,balanced_accuracy,0.79337,0.01421
colic,SVC,KFold,10,f1,0.78823,0.01320
colic,SVC,KFold,10,precision,0.79520,0.01388
colic,SVC,KFold,10,recall,0.79337,0.01421
colic,SVC,ShuffleSplit,2,accuracy,0.81691,0.04437
colic,SVC,ShuffleSplit,2,balanced_accuracy,0.80335,0.04444
colic,SVC,ShuffleSplit,2,f1,0.79703,0.04564
colic,SVC,ShuffleSplit,2,precision,0.80150,0.04530
colic,SVC,ShuffleSplit,2,recall,0.80335,0.04444
colic,SVC,ShuffleSplit,5,accuracy,0.80617,0.02749
colic,SVC,ShuffleSplit,5,balanced_accuracy,0.78954,0.02822
colic,SVC,ShuffleSplit,5,f1,0.78494,0.03137
colic,SVC,ShuffleSplit,5,precision,0.79166,0.03223
colic,SVC,ShuffleSplit,5,recall,0.78954,0.02822
colic,SVC,ShuffleSplit,10,accuracy,0.80896,0.01643
colic,SVC,ShuffleSplit,10,balanced_accuracy,0.79480,0.02001
colic,SVC,ShuffleSplit,10,f1,0.79006,0.01962
colic,SVC,ShuffleSplit,10,precision,0.79599,0.01861
colic,SVC,ShuffleSplit,10,recall,0.79480,0.02001
colic,SVC,StratifiedKFold,2,accuracy,0.80046,0.01919
colic,SVC,StratifiedKFold,2,balanced_accuracy,0.78577,0.01971
colic,SVC,StratifiedKFold,2,f1,0.78526,0.01994
colic,SVC,StratifiedKFold,2,precision,0.78808,0.02068
colic,SVC,StratifiedKFold,2,recall,0.78577,0.01971
colic,SVC,StratifiedKFold,5,accuracy,0.81149,0.01666
colic,SVC,StratifiedKFold,5,balanced_accuracy,0.79643,0.01836
colic,SVC,StratifiedKFold,5,f1,0.79619,0.01819
colic,SVC,StratifiedKFold,5,precision,0.80261,0.01805
colic,SVC,StratifiedKFold,5,recall,0.79643,0.01836
colic,SVC,StratifiedKFold,10,accuracy,0.80957,0.01221
colic,SVC,StratifiedKFold,10,balanced_accuracy,0.79430,0.01412
colic,SVC,StratifiedKFold,10,f1,0.79324,0.01344
colic,SVC,StratifiedKFold,10,precision,0.80503,0.01369
colic,SVC,StratifiedKFold,10,recall,0.79430,0.01412
colic,SVC,StratifiedShuffleSplit,2,accuracy,0.82500,0.03662
colic,SVC,StratifiedShuffleSplit,2,balanced_accuracy,0.81145,0.04177
colic,SVC,StratifiedShuffleSplit,2,f1,0.81254,0.03969
colic,SVC,StratifiedShuffleSplit,2,precision,0.82356,0.04003
colic,SVC,StratifiedShuffleSplit,2,recall,0.81145,0.04177
colic,SVC,StratifiedShuffleSplit,5,accuracy,0.81617,0.03398
colic,SVC,StratifiedShuffleSplit,5,balanced_accuracy,0.80386,0.03791
colic,SVC,StratifiedShuffleSplit,5,f1,0.80347,0.03690
colic,SVC,StratifiedShuffleSplit,5,precision,0.81378,0.03543
colic,SVC,StratifiedShuffleSplit,5,recall,0.80386,0.03791
colic,SVC,StratifiedShuffleSplit,10,accuracy,0.81411,0.02692
colic,SVC,StratifiedShuffleSplit,10,balanced_accuracy,0.80029,0.03188
colic,SVC,StratifiedShuffleSplit,10,f1,0.80074,0.03016
colic,SVC,StratifiedShuffleSplit,10,precision,0.81164,0.02735
colic,SVC,StratifiedShuffleSplit,10,recall,0.80029,0.03188
dna,DecisionTreeClassifier,CBDSCV,2,accuracy,0.90192,0.00787
dna,DecisionTreeClassifier,CBDSCV,2,balanced_accuracy,0.89354,0.00845
dna,DecisionTreeClassifier,CBDSCV,2,f1,0.88954,0.00867
dna,DecisionTreeClassifier,CBDSCV,2,precision,0.88623,0.00911
dna,DecisionTreeClassifier,CBDSCV,2,recall,0.89354,0.00845
dna,DecisionTreeClassifier,CBDSCV,5,accuracy,0.91672,0.00349
dna,DecisionTreeClassifier,CBDSCV,5,balanced_accuracy,0.91051,0.00385
dna,DecisionTreeClassifier,CBDSCV,5,f1,0.90620,0.00384
dna,DecisionTreeClassifier,CBDSCV,5,precision,0.90285,0.00412
dna,DecisionTreeClassifier,CBDSCV,5,recall,0.91051,0.00385
dna,DecisionTreeClassifier,CBDSCV,10,accuracy,0.91976,0.00310
dna,DecisionTreeClassifier,CBDSCV,10,balanced_accuracy,0.91473,0.00348
dna,DecisionTreeClassifier,CBDSCV,10,f1,0.90967,0.00358
dna,DecisionTreeClassifier,CBDSCV,10,precision,0.90604,0.00371
dna,DecisionTreeClassifier,CBDSCV,10,recall,0.91473,0.00348
dna,DecisionTreeClassifier,CBDSCV_Mini,2,accuracy,0.90076,0.00563
dna,DecisionTreeClassifier,CBDSCV_Mini,2,balanced_accuracy,0.89279,0.00696
dna,DecisionTreeClassifier,CBDSCV_Mini,2,f1,0.88850,0.00639
dna,DecisionTreeClassifier,CBDSCV_Mini,2,precision,0.88502,0.00627
dna,DecisionTreeClassifier,CBDSCV_Mini,2,recall,0.89279,0.00696
dna,DecisionTreeClassifier,CBDSCV_Mini,5,accuracy,0.91583,0.00476
dna,DecisionTreeClassifier,CBDSCV_Mini,5,balanced_accuracy,0.91129,0.00527
dna,DecisionTreeClassifier,CBDSCV_Mini,5,f1,0.90588,0.00534
dna,DecisionTreeClassifier,CBDSCV_Mini,5,precision,0.90167,0.00548
dna,DecisionTreeClassifier,CBDSCV_Mini,5,recall,0.91129,0.00527
dna,DecisionTreeClassifier,CBDSCV_Mini,10,accuracy,0.91995,0.00458
dna,DecisionTreeClassifier,CBDSCV_Mini,10,balanced_accuracy,0.91518,0.00499
dna,DecisionTreeClassifier,CBDSCV_Mini,10,f1,0.90998,0.00506
dna,DecisionTreeClassifier,CBDSCV_Mini,10,precision,0.90631,0.00530
dna,DecisionTreeClassifier,CBDSCV_Mini,10,recall,0.91518,0.00499
dna,DecisionTreeClassifier,DBSCV,2,accuracy,0.90082,0.00521
dna,DecisionTreeClassifier,DBSCV,2,balanced_accuracy,0.89298,0.00592
dna,DecisionTreeClassifier,DBSCV,2,f1,0.88872,0.00586
dna,DecisionTreeClassifier,DBSCV,2,precision,0.88526,0.00623
dna,DecisionTreeClassifier,DBSCV,2,recall,0.89298,0.00592
dna,DecisionTreeClassifier,DBSCV,5,accuracy,0.91530,0.00372
dna,DecisionTreeClassifier,DBSCV,5,balanced_accuracy,0.90923,0.00412
dna,DecisionTreeClassifier,DBSCV,5,f1,0.90472,0.00403
dna,DecisionTreeClassifier,DBSCV,5,precision,0.90121,0.00423
dna,DecisionTreeClassifier,DBSCV,5,recall,0.90923,0.00412
dna,DecisionTreeClassifier,DBSCV,10,accuracy,0.92072,0.00384
dna,DecisionTreeClassifier,DBSCV,10,balanced_accuracy,0.91560,0.00407
dna,DecisionTreeClassifier,DBSCV,10,f1,0.91064,0.00412
dna,DecisionTreeClassifier,DBSCV,10,precision,0.90710,0.00416
dna,DecisionTreeClassifier,DBSCV,10,recall,0.91560,0.00407
dna,DecisionTreeClassifier,DOBSCV,2,accuracy,0.90190,0.00504
dna,DecisionTreeClassifier,DOBSCV,2,balanced_accuracy,0.89352,0.00513
dna,DecisionTreeClassifier,DOBSCV,2,f1,0.88955,0.00579
dna,DecisionTreeClassifier,DOBSCV,2,precision,0.88631,0.00663
dna,DecisionTreeClassifier,DOBSCV,2,recall,0.89352,0.00513
dna,DecisionTreeClassifier,DOBSCV,5,accuracy,0.91474,0.00458
dna,DecisionTreeClassifier,DOBSCV,5,balanced_accuracy,0.90902,0.00506
dna,DecisionTreeClassifier,DOBSCV,5,f1,0.90408,0.00524
dna,DecisionTreeClassifier,DOBSCV,5,precision,0.90022,0.00544
dna,DecisionTreeClassifier,DOBSCV,5,recall,0.90902,0.00506
dna,DecisionTreeClassifier,DOBSCV,10,accuracy,0.91984,0.00369
dna,DecisionTreeClassifier,DOBSCV,10,balanced_accuracy,0.91527,0.00355
dna,DecisionTreeClassifier,DOBSCV,10,f1,0.91003,0.00372
dna,DecisionTreeClassifier,DOBSCV,10,precision,0.90639,0.00420
dna,DecisionTreeClassifier,DOBSCV,10,recall,0.91527,0.00355
dna,DecisionTreeClassifier,KFold,2,accuracy,0.90335,0.00549
dna,DecisionTreeClassifier,KFold,2,balanced_accuracy,0.89492,0.00620
dna,DecisionTreeClassifier,KFold,2,f1,0.89127,0.00621
dna,DecisionTreeClassifier,KFold,2,precision,0.88839,0.00669
dna,DecisionTreeClassifier,KFold,2,recall,0.89492,0.00620
dna,DecisionTreeClassifier,KFold,5,accuracy,0.91585,0.00505
dna,DecisionTreeClassifier,KFold,5,balanced_accuracy,0.90983,0.00545
dna,DecisionTreeClassifier,KFold,5,f1,0.90539,0.00578
dna,DecisionTreeClassifier,KFold,5,precision,0.90201,0.00613
dna,DecisionTreeClassifier,KFold,5,recall,0.90983,0.00545
dna,DecisionTreeClassifier,KFold,10,accuracy,0.91966,0.00425
dna,DecisionTreeClassifier,KFold,10,balanced_accuracy,0.91456,0.00471
dna,DecisionTreeClassifier,KFold,10,f1,0.90933,0.00486
dna,DecisionTreeClassifier,KFold,10,precision,0.90564,0.00508
dna,DecisionTreeClassifier,KFold,10,recall,0.91456,0.00471
dna,DecisionTreeClassifier,ShuffleSplit,2,accuracy,0.92343,0.00894
dna,DecisionTreeClassifier,ShuffleSplit,2,balanced_accuracy,0.91918,0.01153
dna,DecisionTreeClassifier,ShuffleSplit,2,f1,0.91354,0.01046
dna,DecisionTreeClassifier,ShuffleSplit,2,precision,0.90927,0.01053
dna,DecisionTreeClassifier,ShuffleSplit,2,recall,0.91918,0.01153
dna,DecisionTreeClassifier,ShuffleSplit,5,accuracy,0.92070,0.00759
dna,DecisionTreeClassifier,ShuffleSplit,5,balanced_accuracy,0.91601,0.00898
dna,DecisionTreeClassifier,ShuffleSplit,5,f1,0.91070,0.00854
dna,DecisionTreeClassifier,ShuffleSplit,5,precision,0.90700,0.00866
dna,DecisionTreeClassifier,ShuffleSplit,5,recall,0.91601,0.00898
dna,DecisionTreeClassifier,ShuffleSplit,10,accuracy,0.91939,0.00631
dna,DecisionTreeClassifier,ShuffleSplit,10,balanced_accuracy,0.91477,0.00706
dna,DecisionTreeClassifier,ShuffleSplit,10,f1,0.90961,0.00712
dna,DecisionTreeClassifier,ShuffleSplit,10,precision,0.90598,0.00742
dna,DecisionTreeClassifier,ShuffleSplit,10,recall,0.91477,0.00706
dna,DecisionTreeClassifier,StratifiedKFold,2,accuracy,0.90297,0.00543
dna,DecisionTreeClassifier,StratifiedKFold,2,balanced_accuracy,0.89540,0.00624
dna,DecisionTreeClassifier,StratifiedKFold,2,f1,0.89123,0.00612
dna,DecisionTreeClassifier,StratifiedKFold,2,precision,0.88792,0.00639
dna,DecisionTreeClassifier,StratifiedKFold,2,recall,0.89540,0.00624
dna,DecisionTreeClassifier,StratifiedKFold,5,accuracy,0.91606,0.00490
dna,DecisionTreeClassifier,StratifiedKFold,5,balanced_accuracy,0.91109,0.00476
dna,DecisionTreeClassifier,StratifiedKFold,5,f1,0.90614,0.00522
dna,DecisionTreeClassifier,StratifiedKFold,5,precision,0.90228,0.00582
dna,DecisionTreeClassifier,StratifiedKFold,5,recall,0.91109,0.00476
dna,DecisionTreeClassifier,StratifiedKFold,10,accuracy,0.92107,0.00449
dna,DecisionTreeClassifier,StratifiedKFold,10,balanced_accuracy,0.91574,0.00485
dna,DecisionTreeClassifier,StratifiedKFold,10,f1,0.91148,0.00493
dna,DecisionTreeClassifier,StratifiedKFold,10,precision,0.90848,0.00516
dna,DecisionTreeClassifier,StratifiedKFold,10,recall,0.91574,0.00485
dna,DecisionTreeClassifier,StratifiedShuffleSplit,2,accuracy,0.91733,0.00827
dna,DecisionTreeClassifier,StratifiedShuffleSplit,2,balanced_accuracy,0.91114,0.01068
dna,DecisionTreeClassifier,StratifiedShuffleSplit,2,f1,0.90677,0.00955
dna,DecisionTreeClassifier,StratifiedShuffleSplit,2,precision,0.90363,0.00942
dna,DecisionTreeClassifier,StratifiedShuffleSplit,2,recall,0.91114,0.01068
dna,DecisionTreeClassifier,StratifiedShuffleSplit,5,accuracy,0.91724,0.00744
dna,DecisionTreeClassifier,StratifiedShuffleSplit,5,balanced_accuracy,0.91162,0.00820
dna,DecisionTreeClassifier,StratifiedShuffleSplit,5,f1,0.90730,0.00816
dna,DecisionTreeClassifier,StratifiedShuffleSplit,5,precision,0.90431,0.00844
dna,DecisionTreeClassifier,StratifiedShuffleSplit,5,recall,0.91162,0.00820
dna,DecisionTreeClassifier,StratifiedShuffleSplit,10,accuracy,0.91948,0.00563
dna,DecisionTreeClassifier,StratifiedShuffleSplit,10,balanced_accuracy,0.91334,0.00620
dna,DecisionTreeClassifier,StratifiedShuffleSplit,10,f1,0.90950,0.00617
dna,DecisionTreeClassifier,StratifiedShuffleSplit,10,precision,0.90695,0.00636
dna,DecisionTreeClassifier,StratifiedShuffleSplit,10,recall,0.91334,0.00620
dna,LogisticRegression,CBDSCV,2,accuracy,0.94028,0.00404
dna,LogisticRegression,CBDSCV,2,balanced_accuracy,0.94183,0.00467
dna,LogisticRegression,CBDSCV,2,f1,0.93414,0.00462
dna,LogisticRegression,CBDSCV,2,precision,0.92757,0.00470
dna,LogisticRegression,CBDSCV,2,recall,0.94183,0.00467
dna,LogisticRegression,CBDSCV,5,accuracy,0.94653,0.00250
dna,LogisticRegression,CBDSCV,5,balanced_accuracy,0.94841,0.00241
dna,LogisticRegression,CBDSCV,5,f1,0.94082,0.00274
dna,LogisticRegression,CBDSCV,5,precision,0.93453,0.00309
dna,LogisticRegression,CBDSCV,5,recall,0.94841,0.00241
dna,LogisticRegression,CBDSCV,10,accuracy,0.94680,0.00247
dna,LogisticRegression,CBDSCV,10,balanced_accuracy,0.94813,0.00299
dna,LogisticRegression,CBDSCV,10,f1,0.94078,0.00290
dna,LogisticRegression,CBDSCV,10,precision,0.93497,0.00296
dna,LogisticRegression,CBDSCV,10,recall,0.94813,0.00299
dna,LogisticRegression,CBDSCV_Mini,2,accuracy,0.94111,0.00402
dna,LogisticRegression,CBDSCV_Mini,2,balanced_accuracy,0.94288,0.00391
dna,LogisticRegression,CBDSCV_Mini,2,f1,0.93522,0.00433
dna,LogisticRegression,CBDSCV_Mini,2,precision,0.92877,0.00466
dna,LogisticRegression,CBDSCV_Mini,2,recall,0.94288,0.00391
dna,LogisticRegression,CBDSCV_Mini,5,accuracy,0.94636,0.00276
dna,LogisticRegression,CBDSCV_Mini,5,balanced_accuracy,0.94767,0.00296
dna,LogisticRegression,CBDSCV_Mini,5,f1,0.94055,0.00307
dna,LogisticRegression,CBDSCV_Mini,5,precision,0.93459,0.00321
dna,LogisticRegression,CBDSCV_Mini,5,recall,0.94767,0.00296
dna,LogisticRegression,CBDSCV_Mini,10,accuracy,0.94796,0.00264
dna,LogisticRegression,CBDSCV_Mini,10,balanced_accuracy,0.94918,0.00273
dna,LogisticRegression,CBDSCV_Mini,10,f1,0.94207,0.00290
dna,LogisticRegression,CBDSCV_Mini,10,precision,0.93640,0.00308
dna,LogisticRegression,CBDSCV_Mini,10,recall,0.94918,0.00273
dna,LogisticRegression,DBSCV,2,accuracy,0.94020,0.00366
dna,LogisticRegression,DBSCV,2,balanced_accuracy,0.94205,0.00382
dna,LogisticRegression,DBSCV,2,f1,0.93410,0.00407
dna,LogisticRegression,DBSCV,2,precision,0.92744,0.00433
dna,LogisticRegression,DBSCV,2,recall,0.94205,0.00382
dna,LogisticRegression,DBSCV,5,accuracy,0.94606,0.00202
dna,LogisticRegression,DBSCV,5,balanced_accuracy,0.94792,0.00247
dna,LogisticRegression,DBSCV,5,f1,0.94037,0.00248
dna,LogisticRegression,DBSCV,5,precision,0.93405,0.00255
dna,LogisticRegression,DBSCV,5,recall,0.94792,0.00247
dna,LogisticRegression,DBSCV,10,accuracy,0.94742,0.00200
dna,LogisticRegression,DBSCV,10,balanced_accuracy,0.94880,0.00239
dna,LogisticRegression,DBSCV,10,f1,0.94158,0.00231
dna,LogisticRegression,DBSCV,10,precision,0.93580,0.00241
dna,LogisticRegression,DBSCV,10,recall,0.94880,0.00239
dna,LogisticRegression,DOBSCV,2,accuracy,0.94076,0.00251
dna,LogisticRegression,DOBSCV,2,balanced_accuracy,0.94227,0.00344
