,dataset_name,classifier_name,splitter_method,repeat_id,n_splits,running_time
363,movement_libras,LogisticRegression,StratifiedShuffleSplit,1,2,0.0015
364,movement_libras,LogisticRegression,StratifiedShuffleSplit,1,5,0.0027
365,movement_libras,LogisticRegression,StratifiedShuffleSplit,1,10,0.0047
366,movement_libras,LogisticRegression,StratifiedShuffleSplit,2,2,0.0015
367,movement_libras,LogisticRegression,StratifiedShuffleSplit,2,5,0.0027
368,movement_libras,LogisticRegression,StratifiedShuffleSplit,2,10,0.0047
369,movement_libras,LogisticRegression,StratifiedShuffleSplit,3,2,0.0015
370,movement_libras,LogisticRegression,StratifiedShuffleSplit,3,5,0.0027
371,movement_libras,LogisticRegression,StratifiedShuffleSplit,3,10,0.0047
372,movement_libras,LogisticRegression,StratifiedShuffleSplit,4,2,0.0015
373,movement_libras,LogisticRegression,StratifiedShuffleSplit,4,5,0.0027
374,movement_libras,LogisticRegression,StratifiedShuffleSplit,4,10,0.0047
375,movement_libras,LogisticRegression,StratifiedShuffleSplit,5,2,0.0015
376,movement_libras,LogisticRegression,StratifiedShuffleSplit,5,5,0.0029
377,movement_libras,LogisticRegression,StratifiedShuffleSplit,5,10,0.0047
378,movement_libras,LogisticRegression,StratifiedShuffleSplit,6,2,0.0015
379,movement_libras,LogisticRegression,StratifiedShuffleSplit,6,5,0.0027
380,movement_libras,LogisticRegression,StratifiedShuffleSplit,6,10,0.0047
381,movement_libras,LogisticRegression,StratifiedShuffleSplit,7,2,0.0015
382,movement_libras,LogisticRegression,StratifiedShuffleSplit,7,5,0.0029
383,movement_libras,LogisticRegression,StratifiedShuffleSplit,7,10,0.0048
384,movement_libras,LogisticRegression,StratifiedShuffleSplit,8,2,0.0015
385,movement_libras,LogisticRegression,StratifiedShuffleSplit,8,5,0.0028
386,movement_libras,LogisticRegression,StratifiedShuffleSplit,8,10,0.0048
387,movement_libras,LogisticRegression,StratifiedShuffleSplit,9,2,0.0015
388,movement_libras,LogisticRegression,StratifiedShuffleSplit,9,5,0.0028
389,movement_libras,LogisticRegression,StratifiedShuffleSplit,9,10,0.0047
390,movement_libras,LogisticRegression,StratifiedShuffleSplit,10,2,0.0015
391,movement_libras,LogisticRegression,StratifiedShuffleSplit,10,5,0.0027
392,movement_libras,LogisticRegression,StratifiedShuffleSplit,10,10,0.0048
393,movement_libras,LogisticRegression,StratifiedShuffleSplit,11,2,0.0015
394,movement_libras,LogisticRegression,StratifiedShuffleSplit,11,5,0.0027
395,movement_libras,LogisticRegression,StratifiedShuffleSplit,11,10,0.0047
396,movement_libras,LogisticRegression,StratifiedShuffleSplit,12,2,0.0015
397,movement_libras,LogisticRegression,StratifiedShuffleSplit,12,5,0.0027
398,movement_libras,LogisticRegression,StratifiedShuffleSplit,12,10,0.0047
399,movement_libras,LogisticRegression,StratifiedShuffleSplit,13,2,0.0015
400,movement_libras,LogisticRegression,StratifiedShuffleSplit,13,5,0.0027
401,movement_libras,LogisticRegression,StratifiedShuffleSplit,13,10,0.0047
402,movement_libras,LogisticRegression,StratifiedShuffleSplit,14,2,0.0015
403,movement_libras,LogisticRegression,StratifiedShuffleSplit,14,5,0.0026
404,movement_libras,LogisticRegression,StratifiedShuffleSplit,14,10,0.0048
405,movement_libras,LogisticRegression,StratifiedShuffleSplit,15,2,0.0015
406,movement_libras,LogisticRegression,StratifiedShuffleSplit,15,5,0.0027
407,movement_libras,LogisticRegression,StratifiedShuffleSplit,15,10,0.0047
408,movement_libras,LogisticRegression,StratifiedShuffleSplit,16,2,0.0014
409,movement_libras,LogisticRegression,StratifiedShuffleSplit,16,5,0.0026
410,movement_libras,LogisticRegression,StratifiedShuffleSplit,16,10,0.0050
411,movement_libras,LogisticRegression,StratifiedShuffleSplit,17,2,0.0015
412,movement_libras,LogisticRegression,StratifiedShuffleSplit,17,5,0.0027
413,movement_libras,LogisticRegression,StratifiedShuffleSplit,17,10,0.0060
414,movement_libras,LogisticRegression,StratifiedShuffleSplit,18,2,0.0014
415,movement_libras,LogisticRegression,StratifiedShuffleSplit,18,5,0.0026
416,movement_libras,LogisticRegression,StratifiedShuffleSplit,18,10,0.0046
417,movement_libras,LogisticRegression,StratifiedShuffleSplit,19,2,0.0014
418,movement_libras,LogisticRegression,StratifiedShuffleSplit,19,5,0.0026
419,movement_libras,LogisticRegression,StratifiedShuffleSplit,19,10,0.0047
420,movement_libras,LogisticRegression,ShuffleSplit,0,2,0.0003
421,movement_libras,LogisticRegression,ShuffleSplit,0,5,0.0004
422,movement_libras,LogisticRegression,ShuffleSplit,0,10,0.0004
423,movement_libras,LogisticRegression,ShuffleSplit,1,2,0.0004
424,movement_libras,LogisticRegression,ShuffleSplit,1,5,0.0004
425,movement_libras,LogisticRegression,ShuffleSplit,1,10,0.0004
426,movement_libras,LogisticRegression,ShuffleSplit,2,2,0.0004
427,movement_libras,LogisticRegression,ShuffleSplit,2,5,0.0004
428,movement_libras,LogisticRegression,ShuffleSplit,2,10,0.0004
429,movement_libras,LogisticRegression,ShuffleSplit,3,2,0.0004
430,movement_libras,LogisticRegression,ShuffleSplit,3,5,0.0004
431,movement_libras,LogisticRegression,ShuffleSplit,3,10,0.0004
432,movement_libras,LogisticRegression,ShuffleSplit,4,2,0.0004
433,movement_libras,LogisticRegression,ShuffleSplit,4,5,0.0004
434,movement_libras,LogisticRegression,ShuffleSplit,4,10,0.0004
435,movement_libras,LogisticRegression,ShuffleSplit,5,2,0.0004
436,movement_libras,LogisticRegression,ShuffleSplit,5,5,0.0004
437,movement_libras,LogisticRegression,ShuffleSplit,5,10,0.0005
438,movement_libras,LogisticRegression,ShuffleSplit,6,2,0.0004
439,movement_libras,LogisticRegression,ShuffleSplit,6,5,0.0004
440,movement_libras,LogisticRegression,ShuffleSplit,6,10,0.0004
441,movement_libras,LogisticRegression,ShuffleSplit,7,2,0.0004
442,movement_libras,LogisticRegression,ShuffleSplit,7,5,0.0004
443,movement_libras,LogisticRegression,ShuffleSplit,7,10,0.0004
444,movement_libras,LogisticRegression,ShuffleSplit,8,2,0.0004
445,movement_libras,LogisticRegression,ShuffleSplit,8,5,0.0004
446,movement_libras,LogisticRegression,ShuffleSplit,8,10,0.0004
447,movement_libras,LogisticRegression,ShuffleSplit,9,2,0.0004
448,movement_libras,LogisticRegression,ShuffleSplit,9,5,0.0004
449,movement_libras,LogisticRegression,ShuffleSplit,9,10,0.0004
450,movement_libras,LogisticRegression,ShuffleSplit,10,2,0.0004
451,movement_libras,LogisticRegression,ShuffleSplit,10,5,0.0004
452,movement_libras,LogisticRegression,ShuffleSplit,10,10,0.0004
453,movement_libras,LogisticRegression,ShuffleSplit,11,2,0.0004
454,movement_libras,LogisticRegression,ShuffleSplit,11,5,0.0004
455,movement_libras,LogisticRegression,ShuffleSplit,11,10,0.0004
456,movement_libras,LogisticRegression,ShuffleSplit,12,2,0.0004
457,movement_libras,LogisticRegression,ShuffleSplit,12,5,0.0004
458,movement_libras,LogisticRegression,ShuffleSplit,12,10,0.0004
459,movement_libras,LogisticRegression,ShuffleSplit,13,2,0.0004
460,movement_libras,LogisticRegression,ShuffleSplit,13,5,0.0004
461,movement_libras,LogisticRegression,ShuffleSplit,13,10,0.0004
462,movement_libras,LogisticRegression,ShuffleSplit,14,2,0.0004
463,movement_libras,LogisticRegression,ShuffleSplit,14,5,0.0004
464,movement_libras,LogisticRegression,ShuffleSplit,14,10,0.0004
465,movement_libras,LogisticRegression,ShuffleSplit,15,2,0.0004
466,movement_libras,LogisticRegression,ShuffleSplit,15,5,0.0004
467,movement_libras,LogisticRegression,ShuffleSplit,15,10,0.0005
468,movement_libras,LogisticRegression,ShuffleSplit,16,2,0.0004
469,movement_libras,LogisticRegression,ShuffleSplit,16,5,0.0004
470,movement_libras,LogisticRegression,ShuffleSplit,16,10,0.0004
471,movement_libras,LogisticRegression,ShuffleSplit,17,2,0.0004
472,movement_libras,LogisticRegression,ShuffleSplit,17,5,0.0004
473,movement_libras,LogisticRegression,ShuffleSplit,17,10,0.0004
474,movement_libras,LogisticRegression,ShuffleSplit,18,2,0.0004
475,movement_libras,LogisticRegression,ShuffleSplit,18,5,0.0004
476,movement_libras,LogisticRegression,ShuffleSplit,18,10,0.0004
477,movement_libras,LogisticRegression,ShuffleSplit,19,2,0.0004
478,movement_libras,LogisticRegression,ShuffleSplit,19,5,0.0004
479,movement_libras,LogisticRegression,ShuffleSplit,19,10,0.0004
480,movement_libras,SVC,DBSCV,0,2,0.0215
481,movement_libras,SVC,DBSCV,0,5,0.0212
482,movement_libras,SVC,DBSCV,0,10,0.0211
483,movement_libras,SVC,DBSCV,1,2,0.0210
484,movement_libras,SVC,DBSCV,1,5,0.0209
485,movement_libras,SVC,DBSCV,1,10,0.0209
486,movement_libras,SVC,DBSCV,2,2,0.0211
487,movement_libras,SVC,DBSCV,2,5,0.0209
488,movement_libras,SVC,DBSCV,2,10,0.0209
489,movement_libras,SVC,DBSCV,3,2,0.0210
490,movement_libras,SVC,DBSCV,3,5,0.0209
491,movement_libras,SVC,DBSCV,3,10,0.0222
492,movement_libras,SVC,DBSCV,4,2,0.0224
493,movement_libras,SVC,DBSCV,4,5,0.0224
494,movement_libras,SVC,DBSCV,4,10,0.0226
495,movement_libras,SVC,DBSCV,5,2,0.0224
496,movement_libras,SVC,DBSCV,5,5,0.0220
497,movement_libras,SVC,DBSCV,5,10,0.0222
498,movement_libras,SVC,DBSCV,6,2,0.0225
499,movement_libras,SVC,DBSCV,6,5,0.0222
500,movement_libras,SVC,DBSCV,6,10,0.0223
501,movement_libras,SVC,DBSCV,7,2,0.0224
502,movement_libras,SVC,DBSCV,7,5,0.0223
503,movement_libras,SVC,DBSCV,7,10,0.0225
504,movement_libras,SVC,DBSCV,8,2,0.0223
505,movement_libras,SVC,DBSCV,8,5,0.0222
506,movement_libras,SVC,DBSCV,8,10,0.0222
507,movement_libras,SVC,DBSCV,9,2,0.0224
508,movement_libras,SVC,DBSCV,9,5,0.0222
509,movement_libras,SVC,DBSCV,9,10,0.0223
510,movement_libras,SVC,DBSCV,10,2,0.0224
511,movement_libras,SVC,DBSCV,10,5,0.0224
512,movement_libras,SVC,DBSCV,10,10,0.0223
513,movement_libras,SVC,DBSCV,11,2,0.0224
514,movement_libras,SVC,DBSCV,11,5,0.0223
515,movement_libras,SVC,DBSCV,11,10,0.0223
516,movement_libras,SVC,DBSCV,12,2,0.0222
517,movement_libras,SVC,DBSCV,12,5,0.0223
518,movement_libras,SVC,DBSCV,12,10,0.0221
519,movement_libras,SVC,DBSCV,13,2,0.0223
520,movement_libras,SVC,DBSCV,13,5,0.0220
521,movement_libras,SVC,DBSCV,13,10,0.0224
522,movement_libras,SVC,DBSCV,14,2,0.0223
523,movement_libras,SVC,DBSCV,14,5,0.0223
524,movement_libras,SVC,DBSCV,14,10,0.0224
525,movement_libras,SVC,DBSCV,15,2,0.0221
526,movement_libras,SVC,DBSCV,15,5,0.0220
527,movement_libras,SVC,DBSCV,15,10,0.0222
528,movement_libras,SVC,DBSCV,16,2,0.0213
529,movement_libras,SVC,DBSCV,16,5,0.0212
530,movement_libras,SVC,DBSCV,16,10,0.0212
531,movement_libras,SVC,DBSCV,17,2,0.0213
532,movement_libras,SVC,DBSCV,17,5,0.0211
533,movement_libras,SVC,DBSCV,17,10,0.0212
534,movement_libras,SVC,DBSCV,18,2,0.0211
535,movement_libras,SVC,DBSCV,18,5,0.0209
536,movement_libras,SVC,DBSCV,18,10,0.0212
537,movement_libras,SVC,DBSCV,19,2,0.0212
538,movement_libras,SVC,DBSCV,19,5,0.0216
539,movement_libras,SVC,DBSCV,19,10,0.0213
540,movement_libras,SVC,DOBSCV,0,2,0.0183
541,movement_libras,SVC,DOBSCV,0,5,0.0116
542,movement_libras,SVC,DOBSCV,0,10,0.0095
543,movement_libras,SVC,DOBSCV,1,2,0.0181
544,movement_libras,SVC,DOBSCV,1,5,0.0115
545,movement_libras,SVC,DOBSCV,1,10,0.0094
546,movement_libras,SVC,DOBSCV,2,2,0.0183
547,movement_libras,SVC,DOBSCV,2,5,0.0115
548,movement_libras,SVC,DOBSCV,2,10,0.0094
549,movement_libras,SVC,DOBSCV,3,2,0.0181
550,movement_libras,SVC,DOBSCV,3,5,0.0115
551,movement_libras,SVC,DOBSCV,3,10,0.0095
552,movement_libras,SVC,DOBSCV,4,2,0.0183
553,movement_libras,SVC,DOBSCV,4,5,0.0115
554,movement_libras,SVC,DOBSCV,4,10,0.0098
555,movement_libras,SVC,DOBSCV,5,2,0.0190
556,movement_libras,SVC,DOBSCV,5,5,0.0120
557,movement_libras,SVC,DOBSCV,5,10,0.0098
558,movement_libras,SVC,DOBSCV,6,2,0.0191
559,movement_libras,SVC,DOBSCV,6,5,0.0126
560,movement_libras,SVC,DOBSCV,6,10,0.0099
561,movement_libras,SVC,DOBSCV,7,2,0.0191
562,movement_libras,SVC,DOBSCV,7,5,0.0120
563,movement_libras,SVC,DOBSCV,7,10,0.0098
564,movement_libras,SVC,DOBSCV,8,2,0.0191
565,movement_libras,SVC,DOBSCV,8,5,0.0120
566,movement_libras,SVC,DOBSCV,8,10,0.0097
567,movement_libras,SVC,DOBSCV,9,2,0.0193
568,movement_libras,SVC,DOBSCV,9,5,0.0119
569,movement_libras,SVC,DOBSCV,9,10,0.0098
570,movement_libras,SVC,DOBSCV,10,2,0.0191
571,movement_libras,SVC,DOBSCV,10,5,0.0120
572,movement_libras,SVC,DOBSCV,10,10,0.0097
573,movement_libras,SVC,DOBSCV,11,2,0.0190
574,movement_libras,SVC,DOBSCV,11,5,0.0120
575,movement_libras,SVC,DOBSCV,11,10,0.0094
576,movement_libras,SVC,DOBSCV,12,2,0.0179
577,movement_libras,SVC,DOBSCV,12,5,0.0114
578,movement_libras,SVC,DOBSCV,12,10,0.0093
579,movement_libras,SVC,DOBSCV,13,2,0.0182
580,movement_libras,SVC,DOBSCV,13,5,0.0114
581,movement_libras,SVC,DOBSCV,13,10,0.0093
582,movement_libras,SVC,DOBSCV,14,2,0.0181
583,movement_libras,SVC,DOBSCV,14,5,0.0115
584,movement_libras,SVC,DOBSCV,14,10,0.0092
585,movement_libras,SVC,DOBSCV,15,2,0.0179
586,movement_libras,SVC,DOBSCV,15,5,0.0113
587,movement_libras,SVC,DOBSCV,15,10,0.0092
588,movement_libras,SVC,DOBSCV,16,2,0.0179
589,movement_libras,SVC,DOBSCV,16,5,0.0114
590,movement_libras,SVC,DOBSCV,16,10,0.0095
591,movement_libras,SVC,DOBSCV,17,2,0.0179
592,movement_libras,SVC,DOBSCV,17,5,0.0114
593,movement_libras,SVC,DOBSCV,17,10,0.0094
594,movement_libras,SVC,DOBSCV,18,2,0.0189
595,movement_libras,SVC,DOBSCV,18,5,0.0119
596,movement_libras,SVC,DOBSCV,18,10,0.0093
597,movement_libras,SVC,DOBSCV,19,2,0.0181
598,movement_libras,SVC,DOBSCV,19,5,0.0115
599,movement_libras,SVC,DOBSCV,19,10,0.0093
600,movement_libras,SVC,CBDSCV,0,2,0.0612
601,movement_libras,SVC,CBDSCV,0,5,0.0642
602,movement_libras,SVC,CBDSCV,0,10,0.0686
603,movement_libras,SVC,CBDSCV,1,2,0.0653
604,movement_libras,SVC,CBDSCV,1,5,0.0628
605,movement_libras,SVC,CBDSCV,1,10,0.0673
606,movement_libras,SVC,CBDSCV,2,2,0.0616
607,movement_libras,SVC,CBDSCV,2,5,0.0669
608,movement_libras,SVC,CBDSCV,2,10,0.0703
609,movement_libras,SVC,CBDSCV,3,2,0.0602
610,movement_libras,SVC,CBDSCV,3,5,0.0636
611,movement_libras,SVC,CBDSCV,3,10,0.0653
612,movement_libras,SVC,CBDSCV,4,2,0.0641
613,movement_libras,SVC,CBDSCV,4,5,0.0623
614,movement_libras,SVC,CBDSCV,4,10,0.0680
615,movement_libras,SVC,CBDSCV,5,2,0.0644
616,movement_libras,SVC,CBDSCV,5,5,0.0638
617,movement_libras,SVC,CBDSCV,5,10,0.0680
618,movement_libras,SVC,CBDSCV,6,2,0.0609
619,movement_libras,SVC,CBDSCV,6,5,0.0650
620,movement_libras,SVC,CBDSCV,6,10,0.0660
621,movement_libras,SVC,CBDSCV,7,2,0.0643
622,movement_libras,SVC,CBDSCV,7,5,0.0759
623,movement_libras,SVC,CBDSCV,7,10,0.0679
624,movement_libras,SVC,CBDSCV,8,2,0.0666
625,movement_libras,SVC,CBDSCV,8,5,0.0698
626,movement_libras,SVC,CBDSCV,8,10,0.0699
627,movement_libras,SVC,CBDSCV,9,2,0.0671
628,movement_libras,SVC,CBDSCV,9,5,0.0662
629,movement_libras,SVC,CBDSCV,9,10,0.0739
630,movement_libras,SVC,CBDSCV,10,2,0.0681
631,movement_libras,SVC,CBDSCV,10,5,0.0745
632,movement_libras,SVC,CBDSCV,10,10,0.0646
633,movement_libras,SVC,CBDSCV,11,2,0.0698
634,movement_libras,SVC,CBDSCV,11,5,0.0716
635,movement_libras,SVC,CBDSCV,11,10,0.0785
636,movement_libras,SVC,CBDSCV,12,2,0.0692
637,movement_libras,SVC,CBDSCV,12,5,0.0670
638,movement_libras,SVC,CBDSCV,12,10,0.0653
639,movement_libras,SVC,CBDSCV,13,2,0.0648
640,movement_libras,SVC,CBDSCV,13,5,0.0564
641,movement_libras,SVC,CBDSCV,13,10,0.0588
642,movement_libras,SVC,CBDSCV,14,2,0.0645
643,movement_libras,SVC,CBDSCV,14,5,0.0691
644,movement_libras,SVC,CBDSCV,14,10,0.0677
645,movement_libras,SVC,CBDSCV,15,2,0.0671
646,movement_libras,SVC,CBDSCV,15,5,0.0718
647,movement_libras,SVC,CBDSCV,15,10,0.0710
648,movement_libras,SVC,CBDSCV,16,2,0.0715
649,movement_libras,SVC,CBDSCV,16,5,0.0642
650,movement_libras,SVC,CBDSCV,16,10,0.0792
651,movement_libras,SVC,CBDSCV,17,2,0.0705
652,movement_libras,SVC,CBDSCV,17,5,0.0666
653,movement_libras,SVC,CBDSCV,17,10,0.0760
654,movement_libras,SVC,CBDSCV,18,2,0.0641
655,movement_libras,SVC,CBDSCV,18,5,0.0592
656,movement_libras,SVC,CBDSCV,18,10,0.0593
657,movement_libras,SVC,CBDSCV,19,2,0.0746
658,movement_libras,SVC,CBDSCV,19,5,0.0686
659,movement_libras,SVC,CBDSCV,19,10,0.0569
660,movement_libras,SVC,CBDSCV_Mini,0,2,0.0230
661,movement_libras,SVC,CBDSCV_Mini,0,5,0.0230
662,movement_libras,SVC,CBDSCV_Mini,0,10,0.0230
663,movement_libras,SVC,CBDSCV_Mini,1,2,0.0281
664,movement_libras,SVC,CBDSCV_Mini,1,5,0.0281
665,movement_libras,SVC,CBDSCV_Mini,1,10,0.0282
666,movement_libras,SVC,CBDSCV_Mini,2,2,0.0194
667,movement_libras,SVC,CBDSCV_Mini,2,5,0.0194
668,movement_libras,SVC,CBDSCV_Mini,2,10,0.0195
669,movement_libras,SVC,CBDSCV_Mini,3,2,0.0243
670,movement_libras,SVC,CBDSCV_Mini,3,5,0.0241
671,movement_libras,SVC,CBDSCV_Mini,3,10,0.0243
672,movement_libras,SVC,CBDSCV_Mini,4,2,0.0175
673,movement_libras,SVC,CBDSCV_Mini,4,5,0.0174
674,movement_libras,SVC,CBDSCV_Mini,4,10,0.0175
675,movement_libras,SVC,CBDSCV_Mini,5,2,0.0312
676,movement_libras,SVC,CBDSCV_Mini,5,5,0.0312
677,movement_libras,SVC,CBDSCV_Mini,5,10,0.0311
678,movement_libras,SVC,CBDSCV_Mini,6,2,0.0254
679,movement_libras,SVC,CBDSCV_Mini,6,5,0.0253
680,movement_libras,SVC,CBDSCV_Mini,6,10,0.0256
681,movement_libras,SVC,CBDSCV_Mini,7,2,0.0240
682,movement_libras,SVC,CBDSCV_Mini,7,5,0.0238
683,movement_libras,SVC,CBDSCV_Mini,7,10,0.0239
684,movement_libras,SVC,CBDSCV_Mini,8,2,0.0238
685,movement_libras,SVC,CBDSCV_Mini,8,5,0.0236
686,movement_libras,SVC,CBDSCV_Mini,8,10,0.0238
687,movement_libras,SVC,CBDSCV_Mini,9,2,0.0267
688,movement_libras,SVC,CBDSCV_Mini,9,5,0.0265
689,movement_libras,SVC,CBDSCV_Mini,9,10,0.0267
690,movement_libras,SVC,CBDSCV_Mini,10,2,0.0201
691,movement_libras,SVC,CBDSCV_Mini,10,5,0.0197
692,movement_libras,SVC,CBDSCV_Mini,10,10,0.0197
693,movement_libras,SVC,CBDSCV_Mini,11,2,0.0263
694,movement_libras,SVC,CBDSCV_Mini,11,5,0.0262
695,movement_libras,SVC,CBDSCV_Mini,11,10,0.0262
696,movement_libras,SVC,CBDSCV_Mini,12,2,0.0200
697,movement_libras,SVC,CBDSCV_Mini,12,5,0.0200
698,movement_libras,SVC,CBDSCV_Mini,12,10,0.0199
699,movement_libras,SVC,CBDSCV_Mini,13,2,0.0202
700,movement_libras,SVC,CBDSCV_Mini,13,5,0.0205
701,movement_libras,SVC,CBDSCV_Mini,13,10,0.0203
702,movement_libras,SVC,CBDSCV_Mini,14,2,0.0266
703,movement_libras,SVC,CBDSCV_Mini,14,5,0.0267
704,movement_libras,SVC,CBDSCV_Mini,14,10,0.0265
705,movement_libras,SVC,CBDSCV_Mini,15,2,0.0213
706,movement_libras,SVC,CBDSCV_Mini,15,5,0.0214
707,movement_libras,SVC,CBDSCV_Mini,15,10,0.0211
708,movement_libras,SVC,CBDSCV_Mini,16,2,0.0266
709,movement_libras,SVC,CBDSCV_Mini,16,5,0.0266
710,movement_libras,SVC,CBDSCV_Mini,16,10,0.0268
711,movement_libras,SVC,CBDSCV_Mini,17,2,0.0195
712,movement_libras,SVC,CBDSCV_Mini,17,5,0.0197
713,movement_libras,SVC,CBDSCV_Mini,17,10,0.0196
714,movement_libras,SVC,CBDSCV_Mini,18,2,0.0256
715,movement_libras,SVC,CBDSCV_Mini,18,5,0.0269
716,movement_libras,SVC,CBDSCV_Mini,18,10,0.0268
717,movement_libras,SVC,CBDSCV_Mini,19,2,0.0223
718,movement_libras,SVC,CBDSCV_Mini,19,5,0.0217
719,movement_libras,SVC,CBDSCV_Mini,19,10,0.0219
720,movement_libras,SVC,StratifiedKFold,0,2,0.0008
721,movement_libras,SVC,StratifiedKFold,0,5,0.0008
722,movement_libras,SVC,StratifiedKFold,0,10,0.0008
723,movement_libras,SVC,StratifiedKFold,1,2,0.0008
724,movement_libras,SVC,StratifiedKFold,1,5,0.0008
725,movement_libras,SVC,StratifiedKFold,1,10,0.0008
726,movement_libras,SVC,StratifiedKFold,2,2,0.0008
727,movement_libras,SVC,StratifiedKFold,2,5,0.0008
728,movement_libras,SVC,StratifiedKFold,2,10,0.0008
729,movement_libras,SVC,StratifiedKFold,3,2,0.0008
730,movement_libras,SVC,StratifiedKFold,3,5,0.0008
731,movement_libras,SVC,StratifiedKFold,3,10,0.0008
732,movement_libras,SVC,StratifiedKFold,4,2,0.0008
733,movement_libras,SVC,StratifiedKFold,4,5,0.0008
734,movement_libras,SVC,StratifiedKFold,4,10,0.0009
735,movement_libras,SVC,StratifiedKFold,5,2,0.0008
736,movement_libras,SVC,StratifiedKFold,5,5,0.0008
737,movement_libras,SVC,StratifiedKFold,5,10,0.0008
738,movement_libras,SVC,StratifiedKFold,6,2,0.0009
739,movement_libras,SVC,StratifiedKFold,6,5,0.0008
740,movement_libras,SVC,StratifiedKFold,6,10,0.0009
741,movement_libras,SVC,StratifiedKFold,7,2,0.0008
742,movement_libras,SVC,StratifiedKFold,7,5,0.0008
743,movement_libras,SVC,StratifiedKFold,7,10,0.0009
744,movement_libras,SVC,StratifiedKFold,8,2,0.0008
745,movement_libras,SVC,StratifiedKFold,8,5,0.0008
746,movement_libras,SVC,StratifiedKFold,8,10,0.0009
747,movement_libras,SVC,StratifiedKFold,9,2,0.0008
748,movement_libras,SVC,StratifiedKFold,9,5,0.0008
749,movement_libras,SVC,StratifiedKFold,9,10,0.0008
750,movement_libras,SVC,StratifiedKFold,10,2,0.0008
751,movement_libras,SVC,StratifiedKFold,10,5,0.0008
752,movement_libras,SVC,StratifiedKFold,10,10,0.0009
753,movement_libras,SVC,StratifiedKFold,11,2,0.0008
754,movement_libras,SVC,StratifiedKFold,11,5,0.0008
755,movement_libras,SVC,StratifiedKFold,11,10,0.0009
756,movement_libras,SVC,StratifiedKFold,12,2,0.0008
757,movement_libras,SVC,StratifiedKFold,12,5,0.0008
758,movement_libras,SVC,StratifiedKFold,12,10,0.0008
759,movement_libras,SVC,StratifiedKFold,13,2,0.0008
760,movement_libras,SVC,StratifiedKFold,13,5,0.0008
761,movement_libras,SVC,StratifiedKFold,13,10,0.0008
762,movement_libras,SVC,StratifiedKFold,14,2,0.0008
763,movement_libras,SVC,StratifiedKFold,14,5,0.0008
764,movement_libras,SVC,StratifiedKFold,14,10,0.0009
765,movement_libras,SVC,StratifiedKFold,15,2,0.0008
766,movement_libras,SVC,StratifiedKFold,15,5,0.0008
767,movement_libras,SVC,StratifiedKFold,15,10,0.0009
768,movement_libras,SVC,StratifiedKFold,16,2,0.0008
769,movement_libras,SVC,StratifiedKFold,16,5,0.0008
770,movement_libras,SVC,StratifiedKFold,16,10,0.0009
771,movement_libras,SVC,StratifiedKFold,17,2,0.0008
772,movement_libras,SVC,StratifiedKFold,17,5,0.0008
773,movement_libras,SVC,StratifiedKFold,17,10,0.0008
774,movement_libras,SVC,StratifiedKFold,18,2,0.0008
775,movement_libras,SVC,StratifiedKFold,18,5,0.0008
776,movement_libras,SVC,StratifiedKFold,18,10,0.0008
777,movement_libras,SVC,StratifiedKFold,19,2,0.0008
778,movement_libras,SVC,StratifiedKFold,19,5,0.0008
779,movement_libras,SVC,StratifiedKFold,19,10,0.0008
780,movement_libras,SVC,KFold,0,2,0.0005
781,movement_libras,SVC,KFold,0,5,0.0005
782,movement_libras,SVC,KFold,0,10,0.0006
783,movement_libras,SVC,KFold,1,2,0.0005
784,movement_libras,SVC,KFold,1,5,0.0006
785,movement_libras,SVC,KFold,1,10,0.0007
786,movement_libras,SVC,KFold,2,2,0.0005
787,movement_libras,SVC,KFold,2,5,0.0005
788,movement_libras,SVC,KFold,2,10,0.0006
789,movement_libras,SVC,KFold,3,2,0.0005
790,movement_libras,SVC,KFold,3,5,0.0005
791,movement_libras,SVC,KFold,3,10,0.0007
792,movement_libras,SVC,KFold,4,2,0.0005
793,movement_libras,SVC,KFold,4,5,0.0005
794,movement_libras,SVC,KFold,4,10,0.0006
795,movement_libras,SVC,KFold,5,2,0.0005
796,movement_libras,SVC,KFold,5,5,0.0005
797,movement_libras,SVC,KFold,5,10,0.0006
798,movement_libras,SVC,KFold,6,2,0.0005
799,movement_libras,SVC,KFold,6,5,0.0006
800,movement_libras,SVC,KFold,6,10,0.0006
801,movement_libras,SVC,KFold,7,2,0.0005
802,movement_libras,SVC,KFold,7,5,0.0006
803,movement_libras,SVC,KFold,7,10,0.0006
804,movement_libras,SVC,KFold,8,2,0.0005
805,movement_libras,SVC,KFold,8,5,0.0006
806,movement_libras,SVC,KFold,8,10,0.0006
807,movement_libras,SVC,KFold,9,2,0.0005
808,movement_libras,SVC,KFold,9,5,0.0005
809,movement_libras,SVC,KFold,9,10,0.0006
810,movement_libras,SVC,KFold,10,2,0.0005
811,movement_libras,SVC,KFold,10,5,0.0005
812,movement_libras,SVC,KFold,10,10,0.0006
813,movement_libras,SVC,KFold,11,2,0.0005
814,movement_libras,SVC,KFold,11,5,0.0006
815,movement_libras,SVC,KFold,11,10,0.0006
816,movement_libras,SVC,KFold,12,2,0.0005
817,movement_libras,SVC,KFold,12,5,0.0005
818,movement_libras,SVC,KFold,12,10,0.0006
819,movement_libras,SVC,KFold,13,2,0.0005
820,movement_libras,SVC,KFold,13,5,0.0006
821,movement_libras,SVC,KFold,13,10,0.0006
