,dataset_name,classifier_name,splitter_method,repeat_id,n_splits,running_time
945,appendicitis,SVC,ShuffleSplit,15,2,0.0003
946,appendicitis,SVC,ShuffleSplit,15,5,0.0003
947,appendicitis,SVC,ShuffleSplit,15,10,0.0004
948,appendicitis,SVC,ShuffleSplit,16,2,0.0003
949,appendicitis,SVC,ShuffleSplit,16,5,0.0003
950,appendicitis,SVC,ShuffleSplit,16,10,0.0004
951,appendicitis,SVC,ShuffleSplit,17,2,0.0004
952,appendicitis,SVC,ShuffleSplit,17,5,0.0004
953,appendicitis,SVC,ShuffleSplit,17,10,0.0004
954,appendicitis,SVC,ShuffleSplit,18,2,0.0003
955,appendicitis,SVC,ShuffleSplit,18,5,0.0003
956,appendicitis,SVC,ShuffleSplit,18,10,0.0004
957,appendicitis,SVC,ShuffleSplit,19,2,0.0003
958,appendicitis,SVC,ShuffleSplit,19,5,0.0003
959,appendicitis,SVC,ShuffleSplit,19,10,0.0004
960,appendicitis,RandomForestClassifier,DBSCV,0,2,0.0063
961,appendicitis,RandomForestClassifier,DBSCV,0,5,0.0060
962,appendicitis,RandomForestClassifier,DBSCV,0,10,0.0062
963,appendicitis,RandomForestClassifier,DBSCV,1,2,0.0063
964,appendicitis,RandomForestClassifier,DBSCV,1,5,0.0065
965,appendicitis,RandomForestClassifier,DBSCV,1,10,0.0063
966,appendicitis,RandomForestClassifier,DBSCV,2,2,0.0061
967,appendicitis,RandomForestClassifier,DBSCV,2,5,0.0063
968,appendicitis,RandomForestClassifier,DBSCV,2,10,0.0063
969,appendicitis,RandomForestClassifier,DBSCV,3,2,0.0062
970,appendicitis,RandomForestClassifier,DBSCV,3,5,0.0061
971,appendicitis,RandomForestClassifier,DBSCV,3,10,0.0062
972,appendicitis,RandomForestClassifier,DBSCV,4,2,0.0062
973,appendicitis,RandomForestClassifier,DBSCV,4,5,0.0061
974,appendicitis,RandomForestClassifier,DBSCV,4,10,0.0061
975,appendicitis,RandomForestClassifier,DBSCV,5,2,0.0061
976,appendicitis,RandomForestClassifier,DBSCV,5,5,0.0062
977,appendicitis,RandomForestClassifier,DBSCV,5,10,0.0064
978,appendicitis,RandomForestClassifier,DBSCV,6,2,0.0061
979,appendicitis,RandomForestClassifier,DBSCV,6,5,0.0062
980,appendicitis,RandomForestClassifier,DBSCV,6,10,0.0062
981,appendicitis,RandomForestClassifier,DBSCV,7,2,0.0062
982,appendicitis,RandomForestClassifier,DBSCV,7,5,0.0061
983,appendicitis,RandomForestClassifier,DBSCV,7,10,0.0063
984,appendicitis,RandomForestClassifier,DBSCV,8,2,0.0062
985,appendicitis,RandomForestClassifier,DBSCV,8,5,0.0074
986,appendicitis,RandomForestClassifier,DBSCV,8,10,0.0063
987,appendicitis,RandomForestClassifier,DBSCV,9,2,0.0061
988,appendicitis,RandomForestClassifier,DBSCV,9,5,0.0060
989,appendicitis,RandomForestClassifier,DBSCV,9,10,0.0062
990,appendicitis,RandomForestClassifier,DBSCV,10,2,0.0063
991,appendicitis,RandomForestClassifier,DBSCV,10,5,0.0064
992,appendicitis,RandomForestClassifier,DBSCV,10,10,0.0066
993,appendicitis,RandomForestClassifier,DBSCV,11,2,0.0063
994,appendicitis,RandomForestClassifier,DBSCV,11,5,0.0061
995,appendicitis,RandomForestClassifier,DBSCV,11,10,0.0062
996,appendicitis,RandomForestClassifier,DBSCV,12,2,0.0062
997,appendicitis,RandomForestClassifier,DBSCV,12,5,0.0060
998,appendicitis,RandomForestClassifier,DBSCV,12,10,0.0061
999,appendicitis,RandomForestClassifier,DBSCV,13,2,0.0065
1000,appendicitis,RandomForestClassifier,DBSCV,13,5,0.0062
1001,appendicitis,RandomForestClassifier,DBSCV,13,10,0.0063
1002,appendicitis,RandomForestClassifier,DBSCV,14,2,0.0064
1003,appendicitis,RandomForestClassifier,DBSCV,14,5,0.0063
1004,appendicitis,RandomForestClassifier,DBSCV,14,10,0.0061
1005,appendicitis,RandomForestClassifier,DBSCV,15,2,0.0062
1006,appendicitis,RandomForestClassifier,DBSCV,15,5,0.0061
1007,appendicitis,RandomForestClassifier,DBSCV,15,10,0.0062
1008,appendicitis,RandomForestClassifier,DBSCV,16,2,0.0061
1009,appendicitis,RandomForestClassifier,DBSCV,16,5,0.0062
1010,appendicitis,RandomForestClassifier,DBSCV,16,10,0.0067
1011,appendicitis,RandomForestClassifier,DBSCV,17,2,0.0064
1012,appendicitis,RandomForestClassifier,DBSCV,17,5,0.0062
1013,appendicitis,RandomForestClassifier,DBSCV,17,10,0.0062
1014,appendicitis,RandomForestClassifier,DBSCV,18,2,0.0061
1015,appendicitis,RandomForestClassifier,DBSCV,18,5,0.0063
1016,appendicitis,RandomForestClassifier,DBSCV,18,10,0.0063
1017,appendicitis,RandomForestClassifier,DBSCV,19,2,0.0060
1018,appendicitis,RandomForestClassifier,DBSCV,19,5,0.0061
1019,appendicitis,RandomForestClassifier,DBSCV,19,10,0.0061
1020,appendicitis,RandomForestClassifier,DOBSCV,0,2,0.0053
1021,appendicitis,RandomForestClassifier,DOBSCV,0,5,0.0034
1022,appendicitis,RandomForestClassifier,DOBSCV,0,10,0.0026
1023,appendicitis,RandomForestClassifier,DOBSCV,1,2,0.0054
1024,appendicitis,RandomForestClassifier,DOBSCV,1,5,0.0033
1025,appendicitis,RandomForestClassifier,DOBSCV,1,10,0.0026
1026,appendicitis,RandomForestClassifier,DOBSCV,2,2,0.0053
1027,appendicitis,RandomForestClassifier,DOBSCV,2,5,0.0033
1028,appendicitis,RandomForestClassifier,DOBSCV,2,10,0.0026
1029,appendicitis,RandomForestClassifier,DOBSCV,3,2,0.0055
1030,appendicitis,RandomForestClassifier,DOBSCV,3,5,0.0033
1031,appendicitis,RandomForestClassifier,DOBSCV,3,10,0.0027
1032,appendicitis,RandomForestClassifier,DOBSCV,4,2,0.0053
1033,appendicitis,RandomForestClassifier,DOBSCV,4,5,0.0033
1034,appendicitis,RandomForestClassifier,DOBSCV,4,10,0.0025
1035,appendicitis,RandomForestClassifier,DOBSCV,5,2,0.0053
1036,appendicitis,RandomForestClassifier,DOBSCV,5,5,0.0033
1037,appendicitis,RandomForestClassifier,DOBSCV,5,10,0.0025
1038,appendicitis,RandomForestClassifier,DOBSCV,6,2,0.0054
1039,appendicitis,RandomForestClassifier,DOBSCV,6,5,0.0033
1040,appendicitis,RandomForestClassifier,DOBSCV,6,10,0.0025
1041,appendicitis,RandomForestClassifier,DOBSCV,7,2,0.0055
1042,appendicitis,RandomForestClassifier,DOBSCV,7,5,0.0034
1043,appendicitis,RandomForestClassifier,DOBSCV,7,10,0.0026
1044,appendicitis,RandomForestClassifier,DOBSCV,8,2,0.0052
1045,appendicitis,RandomForestClassifier,DOBSCV,8,5,0.0033
1046,appendicitis,RandomForestClassifier,DOBSCV,8,10,0.0027
1047,appendicitis,RandomForestClassifier,DOBSCV,9,2,0.0053
1048,appendicitis,RandomForestClassifier,DOBSCV,9,5,0.0034
1049,appendicitis,RandomForestClassifier,DOBSCV,9,10,0.0026
1050,appendicitis,RandomForestClassifier,DOBSCV,10,2,0.0053
1051,appendicitis,RandomForestClassifier,DOBSCV,10,5,0.0033
1052,appendicitis,RandomForestClassifier,DOBSCV,10,10,0.0025
1053,appendicitis,RandomForestClassifier,DOBSCV,11,2,0.0054
1054,appendicitis,RandomForestClassifier,DOBSCV,11,5,0.0032
1055,appendicitis,RandomForestClassifier,DOBSCV,11,10,0.0027
1056,appendicitis,RandomForestClassifier,DOBSCV,12,2,0.0052
1057,appendicitis,RandomForestClassifier,DOBSCV,12,5,0.0034
1058,appendicitis,RandomForestClassifier,DOBSCV,12,10,0.0025
1059,appendicitis,RandomForestClassifier,DOBSCV,13,2,0.0052
1060,appendicitis,RandomForestClassifier,DOBSCV,13,5,0.0032
1061,appendicitis,RandomForestClassifier,DOBSCV,13,10,0.0026
1062,appendicitis,RandomForestClassifier,DOBSCV,14,2,0.0053
1063,appendicitis,RandomForestClassifier,DOBSCV,14,5,0.0034
1064,appendicitis,RandomForestClassifier,DOBSCV,14,10,0.0026
1065,appendicitis,RandomForestClassifier,DOBSCV,15,2,0.0056
1066,appendicitis,RandomForestClassifier,DOBSCV,15,5,0.0032
1067,appendicitis,RandomForestClassifier,DOBSCV,15,10,0.0025
1068,appendicitis,RandomForestClassifier,DOBSCV,16,2,0.0057
1069,appendicitis,RandomForestClassifier,DOBSCV,16,5,0.0034
1070,appendicitis,RandomForestClassifier,DOBSCV,16,10,0.0025
1071,appendicitis,RandomForestClassifier,DOBSCV,17,2,0.0054
1072,appendicitis,RandomForestClassifier,DOBSCV,17,5,0.0032
1073,appendicitis,RandomForestClassifier,DOBSCV,17,10,0.0025
1074,appendicitis,RandomForestClassifier,DOBSCV,18,2,0.0053
1075,appendicitis,RandomForestClassifier,DOBSCV,18,5,0.0032
1076,appendicitis,RandomForestClassifier,DOBSCV,18,10,0.0025
1077,appendicitis,RandomForestClassifier,DOBSCV,19,2,0.0053
1078,appendicitis,RandomForestClassifier,DOBSCV,19,5,0.0034
1079,appendicitis,RandomForestClassifier,DOBSCV,19,10,0.0026
1080,appendicitis,RandomForestClassifier,CBDSCV,0,2,0.0486
1081,appendicitis,RandomForestClassifier,CBDSCV,0,5,0.0489
1082,appendicitis,RandomForestClassifier,CBDSCV,0,10,0.0479
1083,appendicitis,RandomForestClassifier,CBDSCV,1,2,0.0445
1084,appendicitis,RandomForestClassifier,CBDSCV,1,5,0.0476
1085,appendicitis,RandomForestClassifier,CBDSCV,1,10,0.0466
1086,appendicitis,RandomForestClassifier,CBDSCV,2,2,0.0464
1087,appendicitis,RandomForestClassifier,CBDSCV,2,5,0.0478
1088,appendicitis,RandomForestClassifier,CBDSCV,2,10,0.0514
1089,appendicitis,RandomForestClassifier,CBDSCV,3,2,0.0450
1090,appendicitis,RandomForestClassifier,CBDSCV,3,5,0.0526
1091,appendicitis,RandomForestClassifier,CBDSCV,3,10,0.0476
1092,appendicitis,RandomForestClassifier,CBDSCV,4,2,0.0476
1093,appendicitis,RandomForestClassifier,CBDSCV,4,5,0.0460
1094,appendicitis,RandomForestClassifier,CBDSCV,4,10,0.0467
1095,appendicitis,RandomForestClassifier,CBDSCV,5,2,0.0439
1096,appendicitis,RandomForestClassifier,CBDSCV,5,5,0.0483
1097,appendicitis,RandomForestClassifier,CBDSCV,5,10,0.0469
1098,appendicitis,RandomForestClassifier,CBDSCV,6,2,0.0461
1099,appendicitis,RandomForestClassifier,CBDSCV,6,5,0.0501
1100,appendicitis,RandomForestClassifier,CBDSCV,6,10,0.0537
1101,appendicitis,RandomForestClassifier,CBDSCV,7,2,0.0488
1102,appendicitis,RandomForestClassifier,CBDSCV,7,5,0.0492
1103,appendicitis,RandomForestClassifier,CBDSCV,7,10,0.0653
1104,appendicitis,RandomForestClassifier,CBDSCV,8,2,0.0489
1105,appendicitis,RandomForestClassifier,CBDSCV,8,5,0.0450
1106,appendicitis,RandomForestClassifier,CBDSCV,8,10,0.0492
1107,appendicitis,RandomForestClassifier,CBDSCV,9,2,0.0463
1108,appendicitis,RandomForestClassifier,CBDSCV,9,5,0.0476
1109,appendicitis,RandomForestClassifier,CBDSCV,9,10,0.0441
1110,appendicitis,RandomForestClassifier,CBDSCV,10,2,0.0479
1111,appendicitis,RandomForestClassifier,CBDSCV,10,5,0.0506
1112,appendicitis,RandomForestClassifier,CBDSCV,10,10,0.0514
1113,appendicitis,RandomForestClassifier,CBDSCV,11,2,0.0521
1114,appendicitis,RandomForestClassifier,CBDSCV,11,5,0.0455
1115,appendicitis,RandomForestClassifier,CBDSCV,11,10,0.0467
1116,appendicitis,RandomForestClassifier,CBDSCV,12,2,0.0458
1117,appendicitis,RandomForestClassifier,CBDSCV,12,5,0.0450
1118,appendicitis,RandomForestClassifier,CBDSCV,12,10,0.0479
1119,appendicitis,RandomForestClassifier,CBDSCV,13,2,0.0474
1120,appendicitis,RandomForestClassifier,CBDSCV,13,5,0.0455
1121,appendicitis,RandomForestClassifier,CBDSCV,13,10,0.0461
1122,appendicitis,RandomForestClassifier,CBDSCV,14,2,0.0459
1123,appendicitis,RandomForestClassifier,CBDSCV,14,5,0.0489
1124,appendicitis,RandomForestClassifier,CBDSCV,14,10,0.0480
1125,appendicitis,RandomForestClassifier,CBDSCV,15,2,0.0474
1126,appendicitis,RandomForestClassifier,CBDSCV,15,5,0.0483
1127,appendicitis,RandomForestClassifier,CBDSCV,15,10,0.0479
1128,appendicitis,RandomForestClassifier,CBDSCV,16,2,0.0430
1129,appendicitis,RandomForestClassifier,CBDSCV,16,5,0.0448
1130,appendicitis,RandomForestClassifier,CBDSCV,16,10,0.0473
1131,appendicitis,RandomForestClassifier,CBDSCV,17,2,0.0464
1132,appendicitis,RandomForestClassifier,CBDSCV,17,5,0.0466
1133,appendicitis,RandomForestClassifier,CBDSCV,17,10,0.0427
1134,appendicitis,RandomForestClassifier,CBDSCV,18,2,0.0462
1135,appendicitis,RandomForestClassifier,CBDSCV,18,5,0.0449
1136,appendicitis,RandomForestClassifier,CBDSCV,18,10,0.0471
1137,appendicitis,RandomForestClassifier,CBDSCV,19,2,0.0466
1138,appendicitis,RandomForestClassifier,CBDSCV,19,5,0.0477
1139,appendicitis,RandomForestClassifier,CBDSCV,19,10,0.0497
1140,appendicitis,RandomForestClassifier,CBDSCV_Mini,0,2,0.0163
1141,appendicitis,RandomForestClassifier,CBDSCV_Mini,0,5,0.0164
1142,appendicitis,RandomForestClassifier,CBDSCV_Mini,0,10,0.0165
1143,appendicitis,RandomForestClassifier,CBDSCV_Mini,1,2,0.0200
1144,appendicitis,RandomForestClassifier,CBDSCV_Mini,1,5,0.0203
1145,appendicitis,RandomForestClassifier,CBDSCV_Mini,1,10,0.0202
1146,appendicitis,RandomForestClassifier,CBDSCV_Mini,2,2,0.0163
1147,appendicitis,RandomForestClassifier,CBDSCV_Mini,2,5,0.0164
1148,appendicitis,RandomForestClassifier,CBDSCV_Mini,2,10,0.0167
1149,appendicitis,RandomForestClassifier,CBDSCV_Mini,3,2,0.0215
1150,appendicitis,RandomForestClassifier,CBDSCV_Mini,3,5,0.0228
1151,appendicitis,RandomForestClassifier,CBDSCV_Mini,3,10,0.0229
1152,appendicitis,RandomForestClassifier,CBDSCV_Mini,4,2,0.0213
1153,appendicitis,RandomForestClassifier,CBDSCV_Mini,4,5,0.0212
1154,appendicitis,RandomForestClassifier,CBDSCV_Mini,4,10,0.0214
1155,appendicitis,RandomForestClassifier,CBDSCV_Mini,5,2,0.0161
1156,appendicitis,RandomForestClassifier,CBDSCV_Mini,5,5,0.0162
1157,appendicitis,RandomForestClassifier,CBDSCV_Mini,5,10,0.0162
1158,appendicitis,RandomForestClassifier,CBDSCV_Mini,6,2,0.0197
1159,appendicitis,RandomForestClassifier,CBDSCV_Mini,6,5,0.0197
1160,appendicitis,RandomForestClassifier,CBDSCV_Mini,6,10,0.0198
1161,appendicitis,RandomForestClassifier,CBDSCV_Mini,7,2,0.0212
1162,appendicitis,RandomForestClassifier,CBDSCV_Mini,7,5,0.0213
1163,appendicitis,RandomForestClassifier,CBDSCV_Mini,7,10,0.0214
1164,appendicitis,RandomForestClassifier,CBDSCV_Mini,8,2,0.0171
1165,appendicitis,RandomForestClassifier,CBDSCV_Mini,8,5,0.0171
1166,appendicitis,RandomForestClassifier,CBDSCV_Mini,8,10,0.0171
1167,appendicitis,RandomForestClassifier,CBDSCV_Mini,9,2,0.0164
1168,appendicitis,RandomForestClassifier,CBDSCV_Mini,9,5,0.0166
1169,appendicitis,RandomForestClassifier,CBDSCV_Mini,9,10,0.0165
1170,appendicitis,RandomForestClassifier,CBDSCV_Mini,10,2,0.0205
1171,appendicitis,RandomForestClassifier,CBDSCV_Mini,10,5,0.0205
1172,appendicitis,RandomForestClassifier,CBDSCV_Mini,10,10,0.0208
1173,appendicitis,RandomForestClassifier,CBDSCV_Mini,11,2,0.0214
1174,appendicitis,RandomForestClassifier,CBDSCV_Mini,11,5,0.0215
1175,appendicitis,RandomForestClassifier,CBDSCV_Mini,11,10,0.0216
1176,appendicitis,RandomForestClassifier,CBDSCV_Mini,12,2,0.0206
1177,appendicitis,RandomForestClassifier,CBDSCV_Mini,12,5,0.0206
1178,appendicitis,RandomForestClassifier,CBDSCV_Mini,12,10,0.0207
1179,appendicitis,RandomForestClassifier,CBDSCV_Mini,13,2,0.0205
1180,appendicitis,RandomForestClassifier,CBDSCV_Mini,13,5,0.0206
1181,appendicitis,RandomForestClassifier,CBDSCV_Mini,13,10,0.0206
1182,appendicitis,RandomForestClassifier,CBDSCV_Mini,14,2,0.0188
1183,appendicitis,RandomForestClassifier,CBDSCV_Mini,14,5,0.0187
1184,appendicitis,RandomForestClassifier,CBDSCV_Mini,14,10,0.0189
1185,appendicitis,RandomForestClassifier,CBDSCV_Mini,15,2,0.0224
1186,appendicitis,RandomForestClassifier,CBDSCV_Mini,15,5,0.0225
1187,appendicitis,RandomForestClassifier,CBDSCV_Mini,15,10,0.0225
1188,appendicitis,RandomForestClassifier,CBDSCV_Mini,16,2,0.0212
1189,appendicitis,RandomForestClassifier,CBDSCV_Mini,16,5,0.0212
1190,appendicitis,RandomForestClassifier,CBDSCV_Mini,16,10,0.0213
1191,appendicitis,RandomForestClassifier,CBDSCV_Mini,17,2,0.0275
1192,appendicitis,RandomForestClassifier,CBDSCV_Mini,17,5,0.0274
1193,appendicitis,RandomForestClassifier,CBDSCV_Mini,17,10,0.0288
1194,appendicitis,RandomForestClassifier,CBDSCV_Mini,18,2,0.0219
1195,appendicitis,RandomForestClassifier,CBDSCV_Mini,18,5,0.0218
1196,appendicitis,RandomForestClassifier,CBDSCV_Mini,18,10,0.0221
1197,appendicitis,RandomForestClassifier,CBDSCV_Mini,19,2,0.0200
1198,appendicitis,RandomForestClassifier,CBDSCV_Mini,19,5,0.0201
1199,appendicitis,RandomForestClassifier,CBDSCV_Mini,19,10,0.0203
1200,appendicitis,RandomForestClassifier,StratifiedKFold,0,2,0.0007
1201,appendicitis,RandomForestClassifier,StratifiedKFold,0,5,0.0006
1202,appendicitis,RandomForestClassifier,StratifiedKFold,0,10,0.0007
1203,appendicitis,RandomForestClassifier,StratifiedKFold,1,2,0.0006
1204,appendicitis,RandomForestClassifier,StratifiedKFold,1,5,0.0006
1205,appendicitis,RandomForestClassifier,StratifiedKFold,1,10,0.0007
1206,appendicitis,RandomForestClassifier,StratifiedKFold,2,2,0.0006
1207,appendicitis,RandomForestClassifier,StratifiedKFold,2,5,0.0006
1208,appendicitis,RandomForestClassifier,StratifiedKFold,2,10,0.0007
1209,appendicitis,RandomForestClassifier,StratifiedKFold,3,2,0.0006
1210,appendicitis,RandomForestClassifier,StratifiedKFold,3,5,0.0006
1211,appendicitis,RandomForestClassifier,StratifiedKFold,3,10,0.0007
1212,appendicitis,RandomForestClassifier,StratifiedKFold,4,2,0.0007
1213,appendicitis,RandomForestClassifier,StratifiedKFold,4,5,0.0007
1214,appendicitis,RandomForestClassifier,StratifiedKFold,4,10,0.0007
1215,appendicitis,RandomForestClassifier,StratifiedKFold,5,2,0.0006
1216,appendicitis,RandomForestClassifier,StratifiedKFold,5,5,0.0006
1217,appendicitis,RandomForestClassifier,StratifiedKFold,5,10,0.0007
1218,appendicitis,RandomForestClassifier,StratifiedKFold,6,2,0.0006
1219,appendicitis,RandomForestClassifier,StratifiedKFold,6,5,0.0007
1220,appendicitis,RandomForestClassifier,StratifiedKFold,6,10,0.0007
1221,appendicitis,RandomForestClassifier,StratifiedKFold,7,2,0.0006
1222,appendicitis,RandomForestClassifier,StratifiedKFold,7,5,0.0006
1223,appendicitis,RandomForestClassifier,StratifiedKFold,7,10,0.0007
1224,appendicitis,RandomForestClassifier,StratifiedKFold,8,2,0.0006
1225,appendicitis,RandomForestClassifier,StratifiedKFold,8,5,0.0006
1226,appendicitis,RandomForestClassifier,StratifiedKFold,8,10,0.0007
1227,appendicitis,RandomForestClassifier,StratifiedKFold,9,2,0.0006
1228,appendicitis,RandomForestClassifier,StratifiedKFold,9,5,0.0006
1229,appendicitis,RandomForestClassifier,StratifiedKFold,9,10,0.0007
1230,appendicitis,RandomForestClassifier,StratifiedKFold,10,2,0.0006
1231,appendicitis,RandomForestClassifier,StratifiedKFold,10,5,0.0006
1232,appendicitis,RandomForestClassifier,StratifiedKFold,10,10,0.0007
1233,appendicitis,RandomForestClassifier,StratifiedKFold,11,2,0.0006
1234,appendicitis,RandomForestClassifier,StratifiedKFold,11,5,0.0006
1235,appendicitis,RandomForestClassifier,StratifiedKFold,11,10,0.0007
1236,appendicitis,RandomForestClassifier,StratifiedKFold,12,2,0.0006
1237,appendicitis,RandomForestClassifier,StratifiedKFold,12,5,0.0007
1238,appendicitis,RandomForestClassifier,StratifiedKFold,12,10,0.0007
1239,appendicitis,RandomForestClassifier,StratifiedKFold,13,2,0.0006
1240,appendicitis,RandomForestClassifier,StratifiedKFold,13,5,0.0006
1241,appendicitis,RandomForestClassifier,StratifiedKFold,13,10,0.0007
1242,appendicitis,RandomForestClassifier,StratifiedKFold,14,2,0.0007
1243,appendicitis,RandomForestClassifier,StratifiedKFold,14,5,0.0007
1244,appendicitis,RandomForestClassifier,StratifiedKFold,14,10,0.0007
1245,appendicitis,RandomForestClassifier,StratifiedKFold,15,2,0.0006
1246,appendicitis,RandomForestClassifier,StratifiedKFold,15,5,0.0006
1247,appendicitis,RandomForestClassifier,StratifiedKFold,15,10,0.0007
1248,appendicitis,RandomForestClassifier,StratifiedKFold,16,2,0.0006
1249,appendicitis,RandomForestClassifier,StratifiedKFold,16,5,0.0006
1250,appendicitis,RandomForestClassifier,StratifiedKFold,16,10,0.0007
1251,appendicitis,RandomForestClassifier,StratifiedKFold,17,2,0.0006
1252,appendicitis,RandomForestClassifier,StratifiedKFold,17,5,0.0007
1253,appendicitis,RandomForestClassifier,StratifiedKFold,17,10,0.0007
1254,appendicitis,RandomForestClassifier,StratifiedKFold,18,2,0.0006
1255,appendicitis,RandomForestClassifier,StratifiedKFold,18,5,0.0006
1256,appendicitis,RandomForestClassifier,StratifiedKFold,18,10,0.0007
1257,appendicitis,RandomForestClassifier,StratifiedKFold,19,2,0.0006
1258,appendicitis,RandomForestClassifier,StratifiedKFold,19,5,0.0006
1259,appendicitis,RandomForestClassifier,StratifiedKFold,19,10,0.0007
1260,appendicitis,RandomForestClassifier,KFold,0,2,0.0005
1261,appendicitis,RandomForestClassifier,KFold,0,5,0.0005
1262,appendicitis,RandomForestClassifier,KFold,0,10,0.0006
1263,appendicitis,RandomForestClassifier,KFold,1,2,0.0004
1264,appendicitis,RandomForestClassifier,KFold,1,5,0.0005
1265,appendicitis,RandomForestClassifier,KFold,1,10,0.0006
1266,appendicitis,RandomForestClassifier,KFold,2,2,0.0005
1267,appendicitis,RandomForestClassifier,KFold,2,5,0.0005
1268,appendicitis,RandomForestClassifier,KFold,2,10,0.0006
1269,appendicitis,RandomForestClassifier,KFold,3,2,0.0005
1270,appendicitis,RandomForestClassifier,KFold,3,5,0.0005
1271,appendicitis,RandomForestClassifier,KFold,3,10,0.0006
1272,appendicitis,RandomForestClassifier,KFold,4,2,0.0005
1273,appendicitis,RandomForestClassifier,KFold,4,5,0.0005
1274,appendicitis,RandomForestClassifier,KFold,4,10,0.0006
1275,appendicitis,RandomForestClassifier,KFold,5,2,0.0005
1276,appendicitis,RandomForestClassifier,KFold,5,5,0.0005
1277,appendicitis,RandomForestClassifier,KFold,5,10,0.0006
1278,appendicitis,RandomForestClassifier,KFold,6,2,0.0005
1279,appendicitis,RandomForestClassifier,KFold,6,5,0.0005
1280,appendicitis,RandomForestClassifier,KFold,6,10,0.0006
1281,appendicitis,RandomForestClassifier,KFold,7,2,0.0005
1282,appendicitis,RandomForestClassifier,KFold,7,5,0.0005
1283,appendicitis,RandomForestClassifier,KFold,7,10,0.0006
1284,appendicitis,RandomForestClassifier,KFold,8,2,0.0005
1285,appendicitis,RandomForestClassifier,KFold,8,5,0.0005
1286,appendicitis,RandomForestClassifier,KFold,8,10,0.0006
1287,appendicitis,RandomForestClassifier,KFold,9,2,0.0005
1288,appendicitis,RandomForestClassifier,KFold,9,5,0.0005
1289,appendicitis,RandomForestClassifier,KFold,9,10,0.0006
1290,appendicitis,RandomForestClassifier,KFold,10,2,0.0005
1291,appendicitis,RandomForestClassifier,KFold,10,5,0.0005
1292,appendicitis,RandomForestClassifier,KFold,10,10,0.0006
1293,appendicitis,RandomForestClassifier,KFold,11,2,0.0005
1294,appendicitis,RandomForestClassifier,KFold,11,5,0.0005
1295,appendicitis,RandomForestClassifier,KFold,11,10,0.0006
1296,appendicitis,RandomForestClassifier,KFold,12,2,0.0004
1297,appendicitis,RandomForestClassifier,KFold,12,5,0.0005
1298,appendicitis,RandomForestClassifier,KFold,12,10,0.0006
1299,appendicitis,RandomForestClassifier,KFold,13,2,0.0005
1300,appendicitis,RandomForestClassifier,KFold,13,5,0.0005
1301,appendicitis,RandomForestClassifier,KFold,13,10,0.0006
1302,appendicitis,RandomForestClassifier,KFold,14,2,0.0005
1303,appendicitis,RandomForestClassifier,KFold,14,5,0.0005
1304,appendicitis,RandomForestClassifier,KFold,14,10,0.0006
1305,appendicitis,RandomForestClassifier,KFold,15,2,0.0005
1306,appendicitis,RandomForestClassifier,KFold,15,5,0.0005
1307,appendicitis,RandomForestClassifier,KFold,15,10,0.0006
1308,appendicitis,RandomForestClassifier,KFold,16,2,0.0005
1309,appendicitis,RandomForestClassifier,KFold,16,5,0.0005
1310,appendicitis,RandomForestClassifier,KFold,16,10,0.0006
1311,appendicitis,RandomForestClassifier,KFold,17,2,0.0005
1312,appendicitis,RandomForestClassifier,KFold,17,5,0.0005
1313,appendicitis,RandomForestClassifier,KFold,17,10,0.0006
1314,appendicitis,RandomForestClassifier,KFold,18,2,0.0005
1315,appendicitis,RandomForestClassifier,KFold,18,5,0.0005
1316,appendicitis,RandomForestClassifier,KFold,18,10,0.0006
1317,appendicitis,RandomForestClassifier,KFold,19,2,0.0005
1318,appendicitis,RandomForestClassifier,KFold,19,5,0.0005
1319,appendicitis,RandomForestClassifier,KFold,19,10,0.0006
1320,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,0,2,0.0008
1321,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,0,5,0.0053
1322,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,0,10,0.0018
1323,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,1,2,0.0008
1324,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,1,5,0.0012
1325,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,1,10,0.0018
1326,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,2,2,0.0008
1327,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,2,5,0.0013
1328,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,2,10,0.0018
1329,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,3,2,0.0032
1330,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,3,5,0.0012
1331,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,3,10,0.0018
1332,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,4,2,0.0009
1333,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,4,5,0.0013
1334,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,4,10,0.0019
1335,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,5,2,0.0008
1336,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,5,5,0.0011
1337,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,5,10,0.0018
1338,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,6,2,0.0009
1339,appendicitis,RandomForestClassifier,StratifiedShuffleSplit,6,5,0.0012
